,Business_name,Street_address,Categories,Cost,Rating,Review Count,Web_address,Rental_address
7457,Santa Clarita,"1413 Bushwick AveBrooklyn, NY 11207","[Soul, Food,, Buffets]",$,4.0 star rating,107 reviews,https://www.yelp.com/biz/biz/santa-clarita-bronx,"1250 E 163rd Street, Bronx, NY 10459"
7458,Chung Ching Restaurant,"611A Wilson AveBrooklyn, NY 11207","[Sushi, Bars,, Japanese]",$,4.0 star rating,71 reviews,https://www.yelp.com/biz/biz/chung-ching-restaurant-bronx,"1250 E 163rd Street, Bronx, NY 10459"
7459,Tamales Ebenezer,"1643 BroadwayBrooklyn, NY 11207","[Coffee, &, Tea,, Bagels,, Breakfast, &, Brunch]",$$,3.5 star rating,421 reviews,https://www.yelp.com/biz/biz/tamales-ebenezer-bronx,"1250 E 163rd Street, Bronx, NY 10459"
7460,Ceetay,"1695 BroadwayBrooklyn, NY 11207","[Sushi, Bars,, Japanese]",$$,4.0 star rating,13 reviews,https://www.yelp.com/biz/biz/ceetay-bronx,"2034 7th Avenue, New York, NY 10027"
7461,Angies Cafe & Pizza,"1336 Bushwick AveNew York, NY 11207",[Italian],$$,4.0 star rating,45 reviews,https://www.yelp.com/biz/biz/angies-cafe-and-pizza-bronx,"2034 7th Avenue, New York, NY 10027"
7462,Jimbos Hamburger Palace,"1794 BroadwayBrooklyn, NY 11207","[Coffee, &, Tea,, Cafes]",$$,3.5 star rating,9 reviews,https://www.yelp.com/biz/biz/jimbos-hamburger-palace-bronx-6,"2034 7th Avenue, New York, NY 10027"
7463,Charlie’s Bar & Kitchen,"631 Wilson AveBushwick, NY 11207","[Southern,, Soul, Food,, Seafood]",$$,3.5 star rating,17 reviews,https://www.yelp.com/biz/biz/charlies-bar-and-kitchen-bronx,"2034 7th Avenue, New York, NY 10027"
7464,Taco Veloz,"83 Saratoga AveBrooklyn, NY 11233","[Coffee, &, Tea,, Cafes]",$$,3.5 star rating,5 reviews,https://www.yelp.com/biz/biz/taco-veloz-bronx,"2034 7th Avenue, New York, NY 10027"
7465,Dunkin’ Donuts,"1637 BroadwayBrooklyn, NY 11207","[Soul, Food,, American, (Traditional),, Breakfast, &, Brunch]",$$,4.0 star rating,55 reviews,https://www.yelp.com/biz/biz/dunkin-donuts-bronx-49,"2034 7th Avenue, New York, NY 10027"
7466,Jacob Restaurant,"444 E. Fordham Rd.Bronx, NY 10458","[Bars,, Latin, American]",$$,5.0 star rating,1 review,https://www.yelp.com/biz/biz/jacob-restaurant-new-york-3,"2034 7th Avenue, New York, NY 10027"
7467,Sushi Inoue,"2486 Webster AveBronx, NY 10458","[Coffee, &, Tea]",$$,4.5 star rating,11 reviews,https://www.yelp.com/biz/biz/sushi-inoue-new-york,"2034 7th Avenue, New York, NY 10027"
7468,Lenox Coffee,"384 E 188th StBronx, NY 10458","[Coffee, &, Tea,, Haitian]",$,4.5 star rating,4 reviews,https://www.yelp.com/biz/biz/lenox-coffee-new-york-3,"2034 7th Avenue, New York, NY 10027"
7469,Yuzu,"371 E Fordham RdBronx, NY 10458",[Mexican],$$,3.5 star rating,22 reviews,https://www.yelp.com/biz/biz/yuzu-new-york,"2034 7th Avenue, New York, NY 10027"
7470,Babbalucci,"440 E Fordham RdBronx, NY 10458","[Coffee, &, Tea,, Flowers, &, Gifts]",$$$,4.5 star rating,86 reviews,https://www.yelp.com/biz/biz/babbalucci-new-york,"709 Broadway, Brooklyn, NY 11206"
7471,Astor Row Cafe,"390 E Fordham RdBronx, NY 10458","[Bars,, Caribbean,, African]",$,3.5 star rating,11 reviews,https://www.yelp.com/biz/biz/astor-row-cafe-new-york,"709 Broadway, Brooklyn, NY 11206"
7472,Sylvia’s Restaurant,"2501 Webster AveBronx, NY 10458","[Pizza,, Breakfast, &, Brunch,, Bakeries]",$,4.0 star rating,32 reviews,https://www.yelp.com/biz/biz/sylvias-restaurant-new-york,"709 Broadway, Brooklyn, NY 11206"
7473,Harlem Blues Cafe,"604 E 187th StBronx, NY 10458",[Chinese],$$,4.0 star rating,58 reviews,https://www.yelp.com/biz/biz/harlem-blues-cafe-new-york,"709 Broadway, Brooklyn, NY 11206"
7474,Red Rooster,"301 E Kingsbridge RdFordham Manor, NY 10458","[Cocktail, Bars]",$$,3.5 star rating,9 reviews,https://www.yelp.com/biz/biz/red-rooster-new-york-2,"709 Broadway, Brooklyn, NY 11206"
7475,Tio Luca Bistro Latino,"4750-4758 3rd AveBronx, NY 10458",[Southern],$$,4.5 star rating,33 reviews,https://www.yelp.com/biz/biz/tio-luca-bistro-latino-new-york,"709 Broadway, Brooklyn, NY 11206"
7476,Anchor Coffee and Corp,"1396 3rd AveNew York, NY 10075","[American, (New),, Gastropubs]",$$,2.5 star rating,33 reviews,https://www.yelp.com/biz/biz/anchor-coffee-and-corp-brooklyn,"709 Broadway, Brooklyn, NY 11206"
7477,Kafe Louverture,"154 E 79th StNew York, NY 10075","[Coffee, &, Tea]",$$,3.0 star rating,2 reviews,https://www.yelp.com/biz/biz/kafe-louverture-brooklyn,"709 Broadway, Brooklyn, NY 11206"
7478,Tepache,"1406 3rd AveNew York, NY 10075",[Indian],$$,4.5 star rating,27 reviews,https://www.yelp.com/biz/biz/tepache-bedford-stuyvesant,"709 Broadway, Brooklyn, NY 11206"
7479,Bohaus,"1405 3rd AveNew York, NY 10075","[Desserts,, Coffee, &, Tea]",$$,4.0 star rating,87 reviews,https://www.yelp.com/biz/biz/bohaus-brooklyn-2,"709 Broadway, Brooklyn, NY 11206"
7480,Tree House,"1396 3rd AveNew York, NY 10075",[Italian],$,4.5 star rating,39 reviews,https://www.yelp.com/biz/biz/tree-house-brooklyn,"975 Washington Avenue, Bronx, NY 10456"
7481,Saraghina,"181 E 78th StNew York, NY 10075","[American, (New),, Juice, Bars, &, Smoothies]",$$,3.5 star rating,31 reviews,https://www.yelp.com/biz/biz/saraghina-brooklyn,"975 Washington Avenue, Bronx, NY 10456"
7482,Lucky House Kitchen,"1431 3rd AveNew York, NY 10028","[Sushi, Bars,, Chinese,, Asian, Fusion]",$$,4.0 star rating,72 reviews,https://www.yelp.com/biz/biz/lucky-house-kitchen-brooklyn,"975 Washington Avenue, Bronx, NY 10456"
7483,Lovers Rock,"1420 3rd AveNew York, NY 10028","[Cafes,, Salad,, Breakfast, &, Brunch]",$$,4.0 star rating,32 reviews,https://www.yelp.com/biz/biz/lovers-rock-brooklyn,"975 Washington Avenue, Bronx, NY 10456"
7484,Peaches HotHouse,"174 E 82nd StNew York, NY 10028","[Hair, Salons]",$$,3.0 star rating,13 reviews,https://www.yelp.com/biz/biz/peaches-hothouse-brooklyn,"975 Washington Avenue, Bronx, NY 10456"
7485,Eugene & Co,"1404 3rd AveNew York, NY 10075","[Sandwiches,, Asian, Fusion,, Vietnamese]",$,3.5 star rating,22 reviews,https://www.yelp.com/biz/biz/eugene-and-co-bedford-stuyvesant,"975 Washington Avenue, Bronx, NY 10456"
7486,Burly Coffee,"25 W Houston StNew York, NY 10012","[Sandwiches,, Breakfast, &, Brunch,, American, (Traditional)]",$$,3.0 star rating,5 reviews,https://www.yelp.com/biz/biz/burly-coffee-brooklyn,"975 Washington Avenue, Bronx, NY 10456"
7487,Bombay Xpress,"145 Greene StNew York, NY 10012","[Korean,, Barbeque]",$,2.5 star rating,4 reviews,https://www.yelp.com/biz/biz/bombay-xpress-brooklyn,"975 Washington Avenue, Bronx, NY 10456"
7488,ReConnect Cafe,"126 Crosby StNew York, NY 10012",[Italian],$$,1.5 star rating,6 reviews,https://www.yelp.com/biz/biz/reconnect-cafe-brooklyn-2,"975 Washington Avenue, Bronx, NY 10456"
7489,Due Fratelli,"142 Mercer StNew York, NY 10012","[Laser, Hair, Removal,, Waxing]",$,2.5 star rating,41 reviews,https://www.yelp.com/biz/biz/due-fratelli-brooklyn,"975 Washington Avenue, Bronx, NY 10456"
7490,Brooklyn Blend,"208 Mercer StNew York, NY 10012","[Chinese,, Asian, Fusion]",$$,4.5 star rating,54 reviews,https://www.yelp.com/biz/biz/brooklyn-blend-brooklyn,"339 E 138th Street, Bronx, NY 10454"
7491,Linda Asian Kitchen,"152 Prince StNew York, NY 10012",[Delis],$,3.5 star rating,26 reviews,https://www.yelp.com/biz/biz/linda-asian-kitchen-brooklyn,"339 E 138th Street, Bronx, NY 10454"
7492,Simple Pleasures Cafe,"99 Prince StNew York, NY 10012","[American, (New)]",$,4.0 star rating,41 reviews,https://www.yelp.com/biz/biz/simple-pleasures-cafe-brooklyn,"339 E 138th Street, Bronx, NY 10454"
7493,Inoa Beauty Salon,"Broadway and W HoustonNew York, NY 10012","[Coffee, &, Tea,, Cafes,, Bagels]",$,4.0 star rating,91 reviews,https://www.yelp.com/biz/biz/inoa-beauty-salon-brooklyn-2,"339 E 138th Street, Bronx, NY 10454"
7494,Little Mo,"94 Prince StNew York, NY 10012",[Thai],$$,4.0 star rating,343 reviews,https://www.yelp.com/biz/biz/little-mo-brooklyn,"339 E 138th Street, Bronx, NY 10454"
7495,Bed-Stuy Provisions,"18 W Houston StNew York, NY 10012","[Delis,, Italian,, Pizza]",$,3.5 star rating,11 reviews,https://www.yelp.com/biz/biz/bed-stuy-provisions-brooklyn,"339 E 138th Street, Bronx, NY 10454"
7496,Yeomiji,"556 N Country RdSt. James, NY 11780",[Delis],$,4.0 star rating,105 reviews,https://www.yelp.com/biz/biz/yeomiji-scarsdale,"339 E 138th Street, Bronx, NY 10454"
7497,Moscato,"532 N Country RdSt James, NY 11780",[Pizza],$$$$,3.5 star rating,99 reviews,https://www.yelp.com/biz/biz/moscato-scarsdale,"339 E 138th Street, Bronx, NY 10454"
7498,Spruce & Bond - Scarsdale,"556-22 N Country RdSmithtown, NY 11787","[Sushi, Bars,, American, (New)]",$,3.5 star rating,543 reviews,https://www.yelp.com/biz/biz/spruce-and-bond-scarsdale-scarsdale,"339 E 138th Street, Bronx, NY 10454"
7499,WUJI,"545 N Country RdSt. James, NY 11780","[Japanese,, Sushi, Bars]",$$,4.0 star rating,81 reviews,https://www.yelp.com/biz/biz/wuji-scarsdale,"339 E 138th Street, Bronx, NY 10454"
7500,Giannoni’s Deli,"521 Lake AveSt. James, NY 11780","[Desserts,, American, (Traditional),, Cheesesteaks]",$,3.0 star rating,95 reviews,https://www.yelp.com/biz/biz/giannonis-deli-scarsdale,"370 Lenox Avenue, New York, NY 10027"
7501,Chat American Grill,"556 N Country RdSaint James, NY 11780","[Mexican,, Tex-Mex]",$$,4.0 star rating,23 reviews,https://www.yelp.com/biz/biz/chat-american-grill-scarsdale-2,"370 Lenox Avenue, New York, NY 10027"
7502,Java Crave Caffe,"555 N Country RdSaint James, NY 11780","[Skin, Care,, Hair, Salons,, Makeup, Artists]",$$$,3.5 star rating,64 reviews,https://www.yelp.com/biz/biz/java-crave-caffe-scarsdale,"370 Lenox Avenue, New York, NY 10027"
7503,Little Thai Kitchen,"556 Rt 25ASaint James, NY 11780","[Seafood,, Steakhouses]",$$$,3.0 star rating,125 reviews,https://www.yelp.com/biz/biz/little-thai-kitchen-scarsdale,"370 Lenox Avenue, New York, NY 10027"
7504,Lange’s of Scarsdale,"556 N Country RdSt James, NY 11780","[Italian,, Wine, Bars,, Pizza]",$$,3.5 star rating,43 reviews,https://www.yelp.com/biz/biz/langes-of-scarsdale-scarsdale,"370 Lenox Avenue, New York, NY 10027"
7505,Buon Amici Delicatessen,"556 N Country RdSaint James, NY 11780","[Hair, Salons,, Makeup, Artists,, Nail, Salons]",$,4.0 star rating,77 reviews,https://www.yelp.com/biz/biz/buon-amici-delicatessen-scarsdale,"370 Lenox Avenue, New York, NY 10027"
7506,Pizzeria FAVO,"301 W Main StHuntington, NY 11743",[Bars],$,3.0 star rating,126 reviews,https://www.yelp.com/biz/biz/pizzeria-favo-pittsford-2,"370 Lenox Avenue, New York, NY 10027"
7507,Next Door by Wegmans,"287 Main StHuntington, NY 11743","[Pizza,, Italian]",$$,4.0 star rating,14 reviews,https://www.yelp.com/biz/biz/next-door-by-wegmans-rochester,"370 Lenox Avenue, New York, NY 10027"
7508,Plum Garden,"296 Main StHuntington, NY 11743",[Delis],$,3.5 star rating,3 reviews,https://www.yelp.com/biz/biz/plum-garden-pittsford,"370 Lenox Avenue, New York, NY 10027"
7509,The Cheesecake Factory,"292 Main StHuntington, NY 11743","[Coffee, &, Tea,, Beer, Gardens,, Beer,, Wine, &, Spirits]",$$,3.0 star rating,95 reviews,https://www.yelp.com/biz/biz/the-cheesecake-factory-pittsford,"370 Lenox Avenue, New York, NY 10027"
7510,Moe’s Southwest Grill,"273 Main StHuntington, NY 11743",[Salvadoran],$$,3.5 star rating,64 reviews,https://www.yelp.com/biz/biz/moes-southwest-grill-rochester-5,"570 Putnam Avenue, Brooklyn, NY 11221"
7511,Scott Miller,"313 Main StHuntington, NY 11743","[Fast, Food,, Burgers]",$$,4.0 star rating,23 reviews,https://www.yelp.com/biz/biz/scott-miller-rochester,"570 Putnam Avenue, Brooklyn, NY 11221"
7512,Black & Blue Steak and Crab,"46 Gerard StHuntington, NY 11743","[Sushi, Bars,, Japanese]",$$,3.0 star rating,125 reviews,https://www.yelp.com/biz/biz/black-and-blue-steak-and-crab-rochester-2,"570 Putnam Avenue, Brooklyn, NY 11221"
7513,Pomodoro Grill & Wine Bar,"9 Wall StHuntington, NY 11743","[Latin, American,, Fast, Food]",$,3.5 star rating,43 reviews,https://www.yelp.com/biz/biz/pomodoro-grill-and-wine-bar-rochester-2,"570 Putnam Avenue, Brooklyn, NY 11221"
7514,W Salon,"308 Main StHuntington, NY 11743",[Mattresses],$$,4.0 star rating,77 reviews,https://www.yelp.com/biz/biz/w-salon-rochester,"570 Putnam Avenue, Brooklyn, NY 11221"
7515,Taylor’s Nightclub of Pittsford,"26 Clinton AveHuntington, NY 11743","[Convenience, Stores,, Delis]",$$,3.0 star rating,126 reviews,https://www.yelp.com/biz/biz/taylors-nightclub-of-pittsford-rochester,"570 Putnam Avenue, Brooklyn, NY 11221"
7516,Grano Focacceria,"16 W Jericho TpkeHuntington Station, NY 11746","[Caterers,, Venues, &, Event, Spaces]",$$,4.0 star rating,6 reviews,https://www.yelp.com/biz/biz/grano-focacceria-cold-spring,"570 Putnam Avenue, Brooklyn, NY 11221"
7517,B & L Deli,"8 Boston PlHuntington Station, NY 11746","[Street, Vendors,, Halal]",$$,3.5 star rating,21 reviews,https://www.yelp.com/biz/biz/b-and-l-deli-cold-spring,"570 Putnam Avenue, Brooklyn, NY 11221"
7518,The Pantry Specialty Coffee Roaster and Craft Beer Bottle Shop,"135 Jericho TpkeHuntington Station, NY 11746",[Peruvian],$$,4.0 star rating,4 reviews,https://www.yelp.com/biz/biz/the-pantry-specialty-coffee-roaster-and-craft-beer-bottle-shop-cold-spring,"570 Putnam Avenue, Brooklyn, NY 11221"
7519,Las Brisas De El Salvador,"146 W Jericho TpkeHuntington Station, NY 11746","[Auto, Glass, Services,, Home, Window, Tinting,, Auto, Customization]",$$,4.0 star rating,10 reviews,https://www.yelp.com/biz/biz/las-brisas-de-el-salvador-west-hempstead,"570 Putnam Avenue, Brooklyn, NY 11221"
7520,White Castle,"179 Walt Whitman RdHuntington Station, NY 11746","[Empanadas,, Salvadoran]",$$,4.0 star rating,67 reviews,https://www.yelp.com/biz/biz/white-castle-west-hempstead,"372 Kosciuszko Street, Brooklyn, NY 11221"
7521,Sushi Palace,"195 Walt Whitman RdHuntington Station, NY 11746","[Peruvian,, Latin, American]",$$,5.0 star rating,3 reviews,https://www.yelp.com/biz/biz/sushi-palace-west-hempstead,"372 Kosciuszko Street, Brooklyn, NY 11221"
7522,Pollo Campero,"160 Walt Whitman Rd, Room 1170Huntington Station, NY 11746",[Pizza],$$,3.0 star rating,13 reviews,https://www.yelp.com/biz/biz/pollo-campero-hempstead,"372 Kosciuszko Street, Brooklyn, NY 11221"
7523,Mikey Mattress,"2089 New York AveHuntington Station, NY 11746",[African],$$,4.0 star rating,15 reviews,https://www.yelp.com/biz/biz/mikey-mattress-west-hempstead,"372 Kosciuszko Street, Brooklyn, NY 11221"
7524,Cherry Valley Deli,"100 Walt Whitman RdHuntington Station, NY 11746",[Salvadoran],$,3.0 star rating,1 review,https://www.yelp.com/biz/biz/cherry-valley-deli-west-hempstead,"372 Kosciuszko Street, Brooklyn, NY 11221"
7525,Ariana Waterfall,"113 Walt Whitman RdHuntington Station, NY 11746",[Dominican],$,3.5 star rating,12 reviews,https://www.yelp.com/biz/biz/ariana-waterfall-west-hempstead,"372 Kosciuszko Street, Brooklyn, NY 11221"
7526,Lumas Halal Food,"199 Centereach MallCentereach, NY 11720",[Pizza],$$,5.0 star rating,5 reviews,https://www.yelp.com/biz/biz/lumas-halal-food-west-hempstead,"372 Kosciuszko Street, Brooklyn, NY 11221"
7527,La Candela II,"2139 Middle Country RdCentereach, NY 11720","[Ice, Cream, &, Frozen, Yogurt,, Hot, Dogs]",$$$,4.5 star rating,3 reviews,https://www.yelp.com/biz/biz/la-candela-ii-west-hempstead,"372 Kosciuszko Street, Brooklyn, NY 11221"
7528,Semada Window Tint,"17 Centereach MallCentereach, NY 11720",[Delis],$,3.5 star rating,2 reviews,https://www.yelp.com/biz/biz/semada-window-tint-west-hempstead-5,"372 Kosciuszko Street, Brooklyn, NY 11221"
7529,Taqueria Y Pupuseria,"115 Mark Tree RdCentereach, NY 11720",[Italian],$$,5.0 star rating,14 reviews,https://www.yelp.com/biz/biz/taqueria-y-pupuseria-deer-park,"372 Kosciuszko Street, Brooklyn, NY 11221"
7640,Westchester Adventure Boot Camp,"61 State StOtisville, NY 10963","[Pubs,, Irish]",$$,4.5 star rating,31 reviews,https://www.yelp.com/biz/biz/westchester-adventure-boot-camp-katonah-2,"1787 Stillwell Avenue, Brooklyn, NY 11223"
7641,Pizza Station,"4 Main StOtisville, NY 10963","[Italian,, Pizza]",$,4.5 star rating,8 reviews,https://www.yelp.com/biz/biz/pizza-station-katonah,"1787 Stillwell Avenue, Brooklyn, NY 11223"
7642,Willy Nick’s Restaurant & Bar,"579 Troy Schenectady RdLatham, NY 12110","[American, (Traditional),, American, (New)]",$$,4.0 star rating,17 reviews,https://www.yelp.com/biz/biz/willy-nicks-restaurant-and-bar-katonah-2,"1787 Stillwell Avenue, Brooklyn, NY 11223"
7643,Little Joe’s Books,"549 Troy Schenectady RdLatham, NY 12110","[Coffee, &, Tea,, Breakfast, &, Brunch,, Beer,, Wine, &, Spirits]",$,3.5 star rating,128 reviews,https://www.yelp.com/biz/biz/little-joes-books-katonah-2,"1787 Stillwell Avenue, Brooklyn, NY 11223"
7644,Peppino’s Ristorante,"579 Troy Schenectady RdLatham, NY 12110","[Sushi, Bars,, Lounges,, Japanese]",$,3.0 star rating,56 reviews,https://www.yelp.com/biz/biz/peppinos-ristorante-katonah,"1787 Stillwell Avenue, Brooklyn, NY 11223"
7645,Blue Dolphin Ristorante,"555 Troy Schenectady RdLatham, NY 12110","[Latin, American,, Imported, Food]",$$,3.5 star rating,23 reviews,https://www.yelp.com/biz/biz/blue-dolphin-ristorante-katonah-2,"1787 Stillwell Avenue, Brooklyn, NY 11223"
7646,Tengda Asian Bistro,"579 Troy Schenectady RdLatham, NY 12110","[Italian,, American, (New)]",$,3.5 star rating,24 reviews,https://www.yelp.com/biz/biz/tengda-asian-bistro-katonah,"1787 Stillwell Avenue, Brooklyn, NY 11223"
7647,KR Cafe,"611 Troy Schenectady RdLatham, NY 12110","[Japanese,, Sushi, Bars]",$$$,4.5 star rating,34 reviews,https://www.yelp.com/biz/biz/kr-cafe-katonah,"1787 Stillwell Avenue, Brooklyn, NY 11223"
7648,Katonah Barber Shop,"461 Troy Schenectady RdLatham, NY 12110","[Bars,, Chicken, Wings,, American, (Traditional)]",$$,4.5 star rating,40 reviews,https://www.yelp.com/biz/biz/katonah-barber-shop-katonah,"1787 Stillwell Avenue, Brooklyn, NY 11223"
7649,Reese’s 1900,"468 Troy Schenectady RdLatham, NY 12110","[Barbeque,, Bars,, American, (Traditional)]",$$,4.0 star rating,282 reviews,https://www.yelp.com/biz/biz/reeses-1900-patchogue,"1787 Stillwell Avenue, Brooklyn, NY 11223"
7680,Simply Moving,"1242 Arsenal StWatertown, NY 13601","[Coffee, &, Tea,, Bagels]",$,5.0 star rating,18 reviews,https://www.yelp.com/biz/biz/simply-moving-bronx-3,"583 Driggs Avenue, Brooklyn, NY 11211"
7681,Cestra’s Pizza II,"1025 Arsenal StWatertown, NY 13601","[Latin, American,, Spanish,, Caribbean]",$,2.5 star rating,30 reviews,https://www.yelp.com/biz/biz/cestras-pizza-ii-bronx,"583 Driggs Avenue, Brooklyn, NY 11211"
7682,Panda Chinese Restaurant,"658 Main StArcade, NY 14009","[Mexican,, Street, Vendors]",$$,4.0 star rating,53 reviews,https://www.yelp.com/biz/biz/panda-chinese-restaurant-bronx,"583 Driggs Avenue, Brooklyn, NY 11211"
7683,Viktoria Italian Restaurant,"700 Main StArcade, NY 14009","[Indian,, Grocery,, Vegetarian]",$$,5.0 star rating,4 reviews,https://www.yelp.com/biz/biz/viktoria-italian-restaurant-bronx,"583 Driggs Avenue, Brooklyn, NY 11211"
7684,Restaurante Lechonera & Pollo Sabroso,"496 Main StArcade, NY 14009",[Pizza],$,3.0 star rating,7 reviews,https://www.yelp.com/biz/biz/restaurante-lechonera-and-pollo-sabroso-new-york,"583 Driggs Avenue, Brooklyn, NY 11211"
7685,Symphony Diner,"563 Main StArcade, NY 14009","[Mediterranean,, Seafood,, Wine, Bars]",$$,3.5 star rating,6 reviews,https://www.yelp.com/biz/biz/symphony-diner-bronx,"583 Driggs Avenue, Brooklyn, NY 11211"
7686,Landin Mac & Cheese,"571 Main StArcade, NY 14009",[Italian],$$,5.0 star rating,8 reviews,https://www.yelp.com/biz/biz/landin-mac-and-cheese-bronx,"583 Driggs Avenue, Brooklyn, NY 11211"
7687,Popeye’s,"572 Main StArcade, NY 14009","[Wine, Bars]",$,5.0 star rating,2 reviews,https://www.yelp.com/biz/biz/popeyes-bronx-6,"583 Driggs Avenue, Brooklyn, NY 11211"
7688,Hungry Bird,"11851 Rt 16Yorkshire, NY 14173",[Bars],$,5.0 star rating,8 reviews,https://www.yelp.com/biz/biz/hungry-bird-bronx-2,"583 Driggs Avenue, Brooklyn, NY 11211"
7689,Native Bean,"246 Main StArcade, NY 14009","[Health, Markets]",$$,4.0 star rating,108 reviews,https://www.yelp.com/biz/biz/native-bean-new-york-2,"583 Driggs Avenue, Brooklyn, NY 11211"
7720,Dagwood Signature Sandwich Shop,"92 Webster StNorth Tonawanda, NY 14120",[Italian],$$,4.0 star rating,33 reviews,https://www.yelp.com/biz/biz/dagwood-signature-sandwich-shop-tappan,"19010 Northern Boulevard, Flushing, NY 11358"
7721,Tappan Japanese And Korean Cuisine,"66 Main StTonawanda, NY 14150",[Thai],$,4.5 star rating,8 reviews,https://www.yelp.com/biz/biz/tappan-japanese-and-korean-cuisine-tappan,"19010 Northern Boulevard, Flushing, NY 11358"
7722,Giulio’s Restaurant,"2362 State Route 19 NWarsaw, NY 14569","[Food, Trucks,, Italian,, Sandwiches]",$,4.5 star rating,43 reviews,https://www.yelp.com/biz/biz/giulios-restaurant-tappan,"19010 Northern Boulevard, Flushing, NY 11358"
7723,The ‘76 House,"2382 State Rt 19 NWarsaw, NY 14569","[Delis,, Coffee, &, Tea,, Breakfast, &, Brunch]",$,3.5 star rating,32 reviews,https://www.yelp.com/biz/biz/the-76-house-tappan-3,"19010 Northern Boulevard, Flushing, NY 11358"
7724,La Fontanella Ristorante Italiano,"2382 State Route 19 NWarsaw, NY 14569","[Japanese,, Seafood,, Piano, Bars]",$,4.0 star rating,21 reviews,https://www.yelp.com/biz/biz/la-fontanella-ristorante-italiano-tappan-2,"19010 Northern Boulevard, Flushing, NY 11358"
7725,Giulio’s,"2382 State Route 19 NWarsaw, NY 14569","[Coffee, &, Tea]",$,4.5 star rating,8 reviews,https://www.yelp.com/biz/biz/giulios-yonkers,"19010 Northern Boulevard, Flushing, NY 11358"
7726,Giostra NY,"461 N Main StWarsaw, NY 14569","[Sushi, Bars,, Tapas/Small, Plates,, Izakaya]",$$,4.0 star rating,31 reviews,https://www.yelp.com/biz/biz/giostra-ny-tappan,"19010 Northern Boulevard, Flushing, NY 11358"
7727,Il Portico Ristorante & Bar,"2418 State Rt 19 NWarsaw, NY 14569",[Japanese],$,4.5 star rating,3 reviews,https://www.yelp.com/biz/biz/il-portico-ristorante-and-bar-tappan,"19010 Northern Boulevard, Flushing, NY 11358"
7728,Morgan’s Publick House,"2407 State Route 19 NWarsaw, NY 14569",[DJs],$,3.0 star rating,1 review,https://www.yelp.com/biz/biz/morgans-publick-house-tappan,"19010 Northern Boulevard, Flushing, NY 11358"
7729,Ristorante Grifone,"2382 State Route 19 NWarsaw, NY 14569","[Steakhouses,, Seafood]",$$,4.5 star rating,2 reviews,https://www.yelp.com/biz/biz/ristorante-grifone-new-york,"19010 Northern Boulevard, Flushing, NY 11358"
7730,Herbs Thai Bistro,"2348 Route #19Warsaw, NY 14569",[Indian],$$,4.0 star rating,1 review,https://www.yelp.com/biz/biz/herbs-thai-bistro-new-york-2,"3230 3rd Avenue, Bronx, NY 10451"
7731,DiSO’s Italian Sandwich Society,"46 N Main StWarsaw, NY 14569",[Sandwiches],$$,4.0 star rating,5 reviews,https://www.yelp.com/biz/biz/disos-italian-sandwich-society-new-york-2,"3230 3rd Avenue, Bronx, NY 10451"
7732,Pickler & Co,"131 W Main StLe Roy, NY 14482","[Japanese,, Korean,, Sushi, Bars]",$$,5.0 star rating,4 reviews,https://www.yelp.com/biz/biz/pickler-and-co-new-york,"3230 3rd Avenue, Bronx, NY 10451"
7733,KaoruMC,"131 W Main StLe Roy, NY 14482","[Italian,, Salad,, Vegetarian]",$,4.0 star rating,70 reviews,https://www.yelp.com/biz/biz/kaorumc-new-york,"3230 3rd Avenue, Bronx, NY 10451"
7734,Pennylane Coffee,"140 W  MainLe Roy, NY 14482","[American, (New),, Music, Venues,, Bars]",$$,4.0 star rating,32 reviews,https://www.yelp.com/biz/biz/pennylane-coffee-new-york-2,"3230 3rd Avenue, Bronx, NY 10451"
7735,Aburiya Kinnosuke,"110 West Main StLe Roy, NY 14482","[Italian,, Gluten-Free]",$$,4.0 star rating,18 reviews,https://www.yelp.com/biz/biz/aburiya-kinnosuke-new-york,"3230 3rd Avenue, Bronx, NY 10451"
7736,Sakagura,"140 W Main StLe Roy, NY 14482","[Modern, European,, Italian]",$,3.0 star rating,33 reviews,https://www.yelp.com/biz/biz/sakagura-new-york,"3230 3rd Avenue, Bronx, NY 10451"
7737,Remixologists,"63 Lake StLe Roy, NY 14482","[Italian,, Wine, Bars,, Desserts]",$$,3.0 star rating,12 reviews,https://www.yelp.com/biz/biz/remixologists-new-york,"3230 3rd Avenue, Bronx, NY 10451"
7738,Palm Too,"110 W Main StLe Roy, NY 14482",[Italian],$$,4.0 star rating,10 reviews,https://www.yelp.com/biz/biz/palm-too-new-york-2,"3230 3rd Avenue, Bronx, NY 10451"
7739,Swad,"110 W Main StLe Roy, NY 14482","[Sushi, Bars,, Japanese]",$$,3.0 star rating,7 reviews,https://www.yelp.com/biz/biz/swad-tappan-4,"3230 3rd Avenue, Bronx, NY 10451"
7740,Dagwood Signature Sandwich Shop,"134 W Main StLe Roy, NY 14482","[Breakfast, &, Brunch,, American, (Traditional)]",$$,4.5 star rating,33 reviews,https://www.yelp.com/biz/biz/dagwood-signature-sandwich-shop-tappan,"136 E 3rd Street, New York, NY 10009"
