,Business_name,Street_address,Categories,Cost,Rating,Review Count,Web_address,Rental_address
642,Jolie Cantina,"7210 B 3rd AveBrooklyn, NY 11209","[Mexican,, French]",$$,4.0 star rating,271 reviews,https://www.yelp.com/biz/jolie-cantina-brooklyn,"21 Grattan Street, Brooklyn, NY 11206"
643,Clover Club,"7400 3rd AveBay Ridge, NY 11209","[Lounges,, American, (Traditional)]",$$,4.0 star rating,602 reviews,https://www.yelp.com/biz/clover-club-brooklyn,"21 Grattan Street, Brooklyn, NY 11206"
644,Chance Asian Bistro & Bar,"6905 3rd AveBrooklyn, NY 11209","[Dim, Sum,, Asian, Fusion]",$$,4.0 star rating,220 reviews,https://www.yelp.com/biz/chance-asian-bistro-and-bar-brooklyn,"21 Grattan Street, Brooklyn, NY 11206"
645,Cafe Luluc,"7523 3rd AveBrooklyn, NY 11209","[French,, Breakfast, &, Brunch,, Cafes]",$,4.0 star rating,1014 reviews,https://www.yelp.com/biz/cafe-luluc-brooklyn,"21 Grattan Street, Brooklyn, NY 11206"
646,Battersby,"7708 3rd AveBrooklyn, NY 11209","[American, (New)]",$,4.0 star rating,268 reviews,https://www.yelp.com/biz/battersby-brooklyn,"21 Grattan Street, Brooklyn, NY 11206"
647,El Nuevo Portal,"7315 3rd AveBrooklyn, NY 11209","[Latin, American,, Spanish]",$$,4.0 star rating,94 reviews,https://www.yelp.com/biz/el-nuevo-portal-brooklyn,"21 Grattan Street, Brooklyn, NY 11206"
648,Smith St Bagels,"7214 3rd AveBrooklyn, NY 11209","[Bagels,, Delis,, Sandwiches]",$$$,4.0 star rating,193 reviews,https://www.yelp.com/biz/smith-st-bagels-brooklyn,"21 Grattan Street, Brooklyn, NY 11206"
649,Kor Tor Mor,"7206 3rd AveBrooklyn, NY 11209","[Thai,, Vegetarian,, Salad]",$$,4.5 star rating,81 reviews,https://www.yelp.com/biz/kor-tor-mor-carroll-gardens-3,"21 Grattan Street, Brooklyn, NY 11206"
650,Vegan Shop Up,"563 Gates AveBrooklyn, NY 11221",[Vegan],$$,4.5 star rating,20 reviews,https://www.yelp.com/biz/vegan-shop-up-brooklyn,"229 Smith Street, Brooklyn, NY 11231"
651,Lantern Hall,"307 Tompkins AveBrooklyn, NY 11216","[American, (New),, Beer, Bar,, Gastropubs]",$$,4.5 star rating,69 reviews,https://www.yelp.com/biz/lantern-hall-east-williamsburg,"229 Smith Street, Brooklyn, NY 11231"
652,Momo Sushi Shack,"310 Tompkins AveBrooklyn, NY 11216","[Japanese,, Sushi, Bars,, Asian, Fusion]",$$,4.0 star rating,579 reviews,https://www.yelp.com/biz/momo-sushi-shack-brooklyn,"229 Smith Street, Brooklyn, NY 11231"
653,Pine Box Rock Shop,"328 Tompkins AveBrooklyn, NY 11216","[Vegan,, Cocktail, Bars]",$$,4.0 star rating,201 reviews,https://www.yelp.com/biz/pine-box-rock-shop-brooklyn,"229 Smith Street, Brooklyn, NY 11231"
654,Moku Moku,"551 Gates AvenueBrooklyn, NY 11216","[Japanese,, Tapas/Small, Plates]",$$,4.5 star rating,55 reviews,https://www.yelp.com/biz/moku-moku-east-williamsburg,"229 Smith Street, Brooklyn, NY 11231"
655,Blanca,"397 Tompkins AveBedford-Stuyvesant, NY 11216","[American, (New)]",$$,4.0 star rating,122 reviews,https://www.yelp.com/biz/blanca-brooklyn,"229 Smith Street, Brooklyn, NY 11231"
656,Roberta’s,"415 Tompkins AveBrooklyn, NY 11221","[Pizza,, Italian]",$$,4.0 star rating,1931 reviews,https://www.yelp.com/biz/robertas-brooklyn-2,"229 Smith Street, Brooklyn, NY 11231"
657,Syndicated Bar Theater Kitchen,"283 Nostrand AveBrooklyn, NY 11216","[Cinema,, Gastropubs,, Bars]",$$,3.5 star rating,90 reviews,https://www.yelp.com/biz/syndicated-bar-theater-kitchen-brooklyn,"229 Smith Street, Brooklyn, NY 11231"
658,Shinobi Ramen,"392 Halsey StBrooklyn, NY 11216",[Ramen],$,3.5 star rating,146 reviews,https://www.yelp.com/biz/shinobi-ramen-brooklyn,"229 Smith Street, Brooklyn, NY 11231"
659,Chellise Michael Photography,"856 Marcy AveBrooklyn, NY 11216","[Event, Photography,, Session, Photography]",$$,5.0 star rating,36 reviews,https://www.yelp.com/biz/chellise-michael-photography-brooklyn-2,"229 Smith Street, Brooklyn, NY 11231"
660,Friends and Lovers,"159 Grand StBrooklyn, NY 11249","[Bars,, Music, Venues]",$$,4.0 star rating,44 reviews,https://www.yelp.com/biz/friends-and-lovers-brooklyn,"18 Harrison Place, Brooklyn, NY 11206"
661,Doris,"298 Bedford AveBrooklyn, NY 11211",[Bars],$$,4.0 star rating,74 reviews,https://www.yelp.com/biz/doris-brooklyn,"18 Harrison Place, Brooklyn, NY 11206"
662,The Crabby Shack,"287 Bedford AveBrooklyn, NY 11211",[Seafood],$$,4.0 star rating,312 reviews,https://www.yelp.com/biz/the-crabby-shack-brooklyn,"18 Harrison Place, Brooklyn, NY 11206"
663,Puerto Viejo,"185 Grand StBrooklyn, NY 11211","[Spanish,, Caribbean,, Latin, American]",$$,4.0 star rating,303 reviews,https://www.yelp.com/biz/puerto-viejo-brooklyn,"18 Harrison Place, Brooklyn, NY 11206"
664,Glorietta Baldy,"285 Bedford AveBrooklyn, NY 11211",[Bars],$$,4.5 star rating,48 reviews,https://www.yelp.com/biz/glorietta-baldy-brooklyn,"18 Harrison Place, Brooklyn, NY 11206"
665,Lunitas,"167 Grand StBrooklyn, NY 11249","[Cafes,, American, (New),, Breakfast, &, Brunch]",$$,4.5 star rating,108 reviews,https://www.yelp.com/biz/lunitas-brooklyn,"18 Harrison Place, Brooklyn, NY 11206"
666,Alice’s Arbor,"292 Bedford AveWilliamsburg, NY 11249","[American, (Traditional),, Breakfast, &, Brunch]",$,4.0 star rating,350 reviews,https://www.yelp.com/biz/alices-arbor-brooklyn,"18 Harrison Place, Brooklyn, NY 11206"
667,Kelso Bistro Bar & Restaurant,"171 Grand StWilliamsburg, NY 11249","[Caribbean,, Spanish,, Latin, American]",$,4.5 star rating,153 reviews,https://www.yelp.com/biz/kelso-bistro-bar-and-restaurant-brooklyn,"18 Harrison Place, Brooklyn, NY 11206"
668,Outpost Café,"280 Bedford AveWilliamsburg, NY 11249","[Coffee, &, Tea,, Cafes,, Bars]",$,4.0 star rating,313 reviews,https://www.yelp.com/biz/outpost-caf%C3%A9-brooklyn-3,"18 Harrison Place, Brooklyn, NY 11206"
669,Hartley’s,"314 Bedford AveBrooklyn, NY 11211","[Irish, Pub]",$$,5.0 star rating,28 reviews,https://www.yelp.com/biz/hartleys-brooklyn,"18 Harrison Place, Brooklyn, NY 11206"
670,Anthony’s Butcher & Deli,"3452 BroadwayNew York, NY 10031","[Butcher,, Delis]",$,5.0 star rating,29 reviews,https://www.yelp.com/biz/anthonys-butcher-and-deli-brooklyn,"629 Classon Avenue, Brooklyn, NY 11238"
671,Brooklyn Beet Company,"3446 BroadwayNew York, NY 10031","[Modern, European]",$,4.5 star rating,278 reviews,https://www.yelp.com/biz/brooklyn-beet-company-brooklyn,"629 Classon Avenue, Brooklyn, NY 11238"
672,Cream Coffee & Tea Shop,"3468 BroadwayNew York, NY 10031","[Donuts,, Coffee, &, Tea]",$$,4.5 star rating,108 reviews,https://www.yelp.com/biz/cream-coffee-and-tea-shop-brooklyn-2,"629 Classon Avenue, Brooklyn, NY 11238"
673,Shangri-La,"3431 BroadwayNew York, NY 10031","[Asian, Fusion,, Kosher,, Vegan]",$$,4.5 star rating,79 reviews,https://www.yelp.com/biz/shangri-la-bay-ridge,"629 Classon Avenue, Brooklyn, NY 11238"
674,The Family Store,"3473 BroadwayNew York, NY 10031","[Mediterranean,, American, (Traditional),, Vegan]",$,4.5 star rating,109 reviews,https://www.yelp.com/biz/the-family-store-brooklyn-3,"629 Classon Avenue, Brooklyn, NY 11238"
675,Tanoreen,"3508 BroadwayNew York, NY 10031","[Middle, Eastern,, Mediterranean]",$$,4.0 star rating,602 reviews,https://www.yelp.com/biz/tanoreen-brooklyn-2,"629 Classon Avenue, Brooklyn, NY 11238"
676,Peppino’s Brick Oven Pizza & Restaurant,"3496 BroadwayNew York, NY 10031","[Pizza,, Italian,, Venues, &, Event, Spaces]",$,4.5 star rating,152 reviews,https://www.yelp.com/biz/peppinos-brick-oven-pizza-and-restaurant-brooklyn-3,"629 Classon Avenue, Brooklyn, NY 11238"
677,Taj Mahal,"126 Hamilton PlNew York, NY 10031",[Indian],$$,4.0 star rating,241 reviews,https://www.yelp.com/biz/taj-mahal-brooklyn,"629 Classon Avenue, Brooklyn, NY 11238"
678,Polonica Restaurant,"3458 BroadwayNew York, NY 10031",[Polish],$,4.0 star rating,128 reviews,https://www.yelp.com/biz/polonica-restaurant-brooklyn,"629 Classon Avenue, Brooklyn, NY 11238"
679,Las Margaritas,"3424 BroadwayNew York, NY 10031",[Mexican],$$,4.0 star rating,65 reviews,https://www.yelp.com/biz/las-margaritas-brooklyn-2,"629 Classon Avenue, Brooklyn, NY 11238"
680,Bed-Stuy Provisions,"88-38 Sutphin BlvdJamaica, NY 11435","[Sandwiches,, Breakfast, &, Brunch,, American, (Traditional)]",$$,4.5 star rating,29 reviews,https://www.yelp.com/biz/bed-stuy-provisions-brooklyn,"70 74th Street, Brooklyn, NY 11209"
681,The Bush Doctor Juice Bar,"143-07 Hillside AveJamaica, NY 11435","[Juice, Bars, &, Smoothies,, Burgers]",$$,4.0 star rating,34 reviews,https://www.yelp.com/biz/the-bush-doctor-juice-bar-brooklyn,"70 74th Street, Brooklyn, NY 11209"
682,Rowe’s Restaurant,"87-77 Sutphin BlvdJamaica, NY 11435","[Caribbean,, Breakfast, &, Brunch]",$,3.5 star rating,50 reviews,https://www.yelp.com/biz/rowes-restaurant-brooklyn,"70 74th Street, Brooklyn, NY 11209"
683,Crocus Juice Bar and Cafe,"87-67 Sutphin BlvdJamaica, NY 11435","[Coffee, &, Tea,, Salad,, Sandwiches]",$$,4.0 star rating,36 reviews,https://www.yelp.com/biz/crocus-juice-bar-and-cafe-brooklyn,"70 74th Street, Brooklyn, NY 11209"
684,Ho Wah Chinese Restaurant,"8782 Sutphin BlvdJamaica, NY 11435",[Chinese],$$,4.0 star rating,4 reviews,https://www.yelp.com/biz/ho-wah-chinese-restaurant-brooklyn,"70 74th Street, Brooklyn, NY 11209"
685,Eugene & Co,"88 Ave & Sutphin BlvdJamaica, NY 11435","[American, (New),, Gastropubs]",$,4.0 star rating,106 reviews,https://www.yelp.com/biz/eugene-and-co-bedford-stuyvesant,"70 74th Street, Brooklyn, NY 11209"
686,Peaches HotHouse,"14716 Hillside AveJamaica, NY 11435",[Southern],$,4.0 star rating,737 reviews,https://www.yelp.com/biz/peaches-hothouse-brooklyn,"70 74th Street, Brooklyn, NY 11209"
687,Lucha Lucha,"14713 Hillside AveJamaica, NY 11435","[Mexican,, Salad]",$,4.5 star rating,159 reviews,https://www.yelp.com/biz/lucha-lucha-brooklyn-2,"70 74th Street, Brooklyn, NY 11209"
688,Kafe Louverture,"148-60 Hillside AveJamaica, NY 11418","[Coffee, &, Tea,, Haitian]",$,5.0 star rating,25 reviews,https://www.yelp.com/biz/kafe-louverture-brooklyn,"70 74th Street, Brooklyn, NY 11209"
689,Doctor’s Cave Cafe,"88-44 Sutphin BlvdJamaica, NY 11435","[Juice, Bars, &, Smoothies,, Cafes,, Desserts]",$,5.0 star rating,12 reviews,https://www.yelp.com/biz/doctors-cave-cafe-brooklyn,"70 74th Street, Brooklyn, NY 11209"
690,La Goulette,"82 Central AveBrooklyn, NY 11206","[Mediterranean,, Middle, Eastern]",$,4.5 star rating,220 reviews,https://www.yelp.com/biz/la-goulette-brooklyn,"561 Gates Avenue, Brooklyn, NY 11221"
691,Maison Premiere,"84 Central AveBrooklyn, NY 11206","[Seafood,, Wine, Bars,, Cocktail, Bars]",$,4.0 star rating,856 reviews,https://www.yelp.com/biz/maison-premiere-brooklyn,"561 Gates Avenue, Brooklyn, NY 11221"
692,Quinoa Kitchen,"108 Central AveBrooklyn, NY 11206","[Juice, Bars, &, Smoothies,, Burgers,, Vegetarian]",$,4.5 star rating,55 reviews,https://www.yelp.com/biz/quinoa-kitchen-brooklyn,"561 Gates Avenue, Brooklyn, NY 11221"
693,Tikka Indian Grill,"128 Central AveBrooklyn, NY 11221",[Indian],$,4.5 star rating,121 reviews,https://www.yelp.com/biz/tikka-indian-grill-brooklyn-2,"561 Gates Avenue, Brooklyn, NY 11221"
694,Rosamunde Sausage Grill,"69 Central AveBrooklyn, NY 11206","[Hot, Dogs,, German,, Bars]",$,4.0 star rating,213 reviews,https://www.yelp.com/biz/rosamunde-sausage-grill-brooklyn,"561 Gates Avenue, Brooklyn, NY 11221"
695,Dim Sum Bar,"146 Evergreen AveBrooklyn, NY 11206","[Dim, Sum,, Cantonese]",$,4.0 star rating,56 reviews,https://www.yelp.com/biz/dim-sum-bar-brooklyn,"561 Gates Avenue, Brooklyn, NY 11221"
696,Brasserie Witlof,"143 Troutman St.Bushwick, NY 11206","[Belgian,, Wine, Bars]",$$,3.5 star rating,69 reviews,https://www.yelp.com/biz/brasserie-witlof-williamsburg-2,"561 Gates Avenue, Brooklyn, NY 11221"
697,Salt + Charcoal,"159 Central AveBushwick, NY 11221",[Japanese],$,4.0 star rating,149 reviews,https://www.yelp.com/biz/salt-charcoal-williamsburg,"561 Gates Avenue, Brooklyn, NY 11221"
698,Ramen Setagaya,"101 Wilson AveBrooklyn, NY 11237",[Ramen],$$,4.0 star rating,75 reviews,https://www.yelp.com/biz/ramen-setagaya-williamsburg,"561 Gates Avenue, Brooklyn, NY 11221"
699,DuMont Burger,"17 Wilson AveBrooklyn, NY 11237",[Burgers],$$,3.5 star rating,687 reviews,https://www.yelp.com/biz/dumont-burger-brooklyn,"561 Gates Avenue, Brooklyn, NY 11221"
700,ROKC,"7 E 208th StBronx, NY 10467","[Ramen,, Seafood,, Cocktail, Bars]",$,4.5 star rating,70 reviews,https://www.yelp.com/biz/rokc-new-york,"154 156 Grand Street, Brooklyn, NY 11211"
701,Frijolito’s,"9 E Mosholu Pkwy NBronx, NY 10467",[Mexican],$,4.5 star rating,24 reviews,https://www.yelp.com/biz/frijolitos-new-york-2,"154 156 Grand Street, Brooklyn, NY 11211"
702,Geisha Sushi,"89 East Gunhill RdNew York, NY 10467","[Japanese,, Sushi, Bars]",$$,4.0 star rating,180 reviews,https://www.yelp.com/biz/geisha-sushi-new-york,"154 156 Grand Street, Brooklyn, NY 11211"
703,Trufa,"3414 Jerome AveBronx, NY 10467","[American, (New)]",$$,4.0 star rating,237 reviews,https://www.yelp.com/biz/trufa-new-york,"154 156 Grand Street, Brooklyn, NY 11211"
704,The Draft House,"3489 Jerome AveBronx, NY 10467","[Bars,, American, (Traditional),, Italian]",$,3.5 star rating,93 reviews,https://www.yelp.com/biz/the-draft-house-new-york,"154 156 Grand Street, Brooklyn, NY 11211"
705,Anchor Wine Bar,"181 E Gun Hill RoadBronx, NY 10467","[Italian,, Wine, Bars]",$$,4.0 star rating,167 reviews,https://www.yelp.com/biz/anchor-wine-bar-new-york-3,"154 156 Grand Street, Brooklyn, NY 11211"
706,Solace Bar and Grill,"79 E Gun Hill RoadBronx, NY 10467",[Gastropubs],$$,4.0 star rating,224 reviews,https://www.yelp.com/biz/solace-bar-and-grill-new-york,"154 156 Grand Street, Brooklyn, NY 11211"
707,Hogshead Tavern,"3396 Jerome AveBronx, NY 10467",[Pubs],$,4.5 star rating,107 reviews,https://www.yelp.com/biz/hogshead-tavern-new-york-2,"154 156 Grand Street, Brooklyn, NY 11211"
708,Pet Ark,"3388 Jerome AveBronx, NY 10467","[Pet, Stores]",$$,4.5 star rating,26 reviews,https://www.yelp.com/biz/pet-ark-new-york,"154 156 Grand Street, Brooklyn, NY 11211"
709,Picante,"3412 Jerome AveBronx, NY 10467",[Mexican],$$,3.0 star rating,244 reviews,https://www.yelp.com/biz/picante-new-york,"154 156 Grand Street, Brooklyn, NY 11211"
710,Beijing Dumpling House,"33 St Marks PlNew York, NY 10003","[Bubble, Tea,, Chinese]",$$,4.0 star rating,76 reviews,https://www.yelp.com/biz/beijing-dumpling-house-jamaica,"3451 Broadway, New York, NY 10031"
711,Tienda Guatemalteca,"230 E 9th StNew York, NY 10003","[Latin, American]",$$,4.0 star rating,6 reviews,https://www.yelp.com/biz/tienda-guatemalteca-jamaica,"3451 Broadway, New York, NY 10031"
712,Bella’s Place Restaurant,"30 St Marks PlNew York, NY 10003",[Mexican],$,4.0 star rating,18 reviews,https://www.yelp.com/biz/bellas-place-restaurant-jamaica,"3451 Broadway, New York, NY 10031"
713,Maloney’s,"240 E 9th StNew York, NY 10003","[Irish,, Pubs]",$$,4.0 star rating,7 reviews,https://www.yelp.com/biz/maloneys-jamaica,"3451 Broadway, New York, NY 10031"
714,Sweet Mango,"25 St Marks PlNew York, NY 10003","[Bubble, Tea,, Juice, Bars, &, Smoothies,, Mexican]",$$,3.5 star rating,21 reviews,https://www.yelp.com/biz/sweet-mango-jamaica-2,"3451 Broadway, New York, NY 10031"
715,Tacos Carmelita Truck,"21 St Marks PlNew York, NY 10003","[Mexican,, Food, Stands]",$$,4.0 star rating,22 reviews,https://www.yelp.com/biz/tacos-carmelita-truck-jamaica,"3451 Broadway, New York, NY 10031"
716,Punto Rojo Bakery Coffee Restaurant,"138 2nd AveNew York, NY 10003",[Colombian],$$$,3.5 star rating,63 reviews,https://www.yelp.com/biz/punto-rojo-bakery-coffee-restaurant-jamaica,"3451 Broadway, New York, NY 10031"
717,El Rey Restaurant,"218 E 9th StNew York, NY 10003","[Latin, American]",$$$$,3.0 star rating,89 reviews,https://www.yelp.com/biz/el-rey-restaurant-jamaica,"3451 Broadway, New York, NY 10031"
718,El Comal,"8 Stuyvesant StNew York, NY 10003",[Salvadoran],$$,4.0 star rating,25 reviews,https://www.yelp.com/biz/el-comal-jamaica,"3451 Broadway, New York, NY 10031"
719,Nutripan 2,"141 2nd AveNew York, NY 10003","[American, (New),, Breakfast, &, Brunch]",$$,4.5 star rating,11 reviews,https://www.yelp.com/biz/nutripan-2-jamaica-3,"3451 Broadway, New York, NY 10031"
720,Express Yourself Barista Bar,"490 Humboldt StBrooklyn, NY 11222","[Coffee, &, Tea,, Internet, Cafes]",$$,4.5 star rating,75 reviews,https://www.yelp.com/biz/express-yourself-barista-bar-brooklyn,"14401 Hillside Avenue, Jamaica, NY 11435"
721,Central Station,"434 Humboldt StWilliamsburg, NY 11211","[Bars,, American, (New)]",$$,4.5 star rating,57 reviews,https://www.yelp.com/biz/central-station-brooklyn,"14401 Hillside Avenue, Jamaica, NY 11435"
722,Central Cafe,"413 Graham AveWilliamsburg, NY 11211","[Coffee, &, Tea,, Cafes,, Breakfast, &, Brunch]",$$,4.0 star rating,92 reviews,https://www.yelp.com/biz/central-cafe-brooklyn-2,"14401 Hillside Avenue, Jamaica, NY 11435"
723,Archie’s Bar & Pizza,"193 Frost StBrooklyn, NY 11211","[Bars,, Pizza]",$$,4.5 star rating,139 reviews,https://www.yelp.com/biz/archies-bar-and-pizza-brooklyn,"14401 Hillside Avenue, Jamaica, NY 11435"
724,Henry’s Wine & Spirit,"100 Woodpoint RdBrooklyn, NY 11211","[Beer,, Wine, &, Spirits]",$,5.0 star rating,21 reviews,https://www.yelp.com/biz/henrys-wine-and-spirit-brooklyn,"14401 Hillside Avenue, Jamaica, NY 11435"
725,Dillinger’s,"485 Morgan AveBrooklyn, NY 11222","[Coffee, &, Tea,, Breakfast, &, Brunch]",$$,4.0 star rating,128 reviews,https://www.yelp.com/biz/dillingers-brooklyn,"14401 Hillside Avenue, Jamaica, NY 11435"
726,Precious Metal,"134 Kingsland AveBrooklyn, NY 11222",[Bars],$$$,4.5 star rating,8 reviews,https://www.yelp.com/biz/precious-metal-bushwick,"14401 Hillside Avenue, Jamaica, NY 11435"
727,Maite,"361 Graham AveBrooklyn, NY 11211","[Bars,, American, (New),, Spanish]",$,4.5 star rating,88 reviews,https://www.yelp.com/biz/maite-bushwick-2,"14401 Hillside Avenue, Jamaica, NY 11435"
728,Miles,"433 Graham AveBrooklyn, NY 11211","[Wine, Bars,, American, (New),, Cocktail, Bars]",$$,4.0 star rating,82 reviews,https://www.yelp.com/biz/miles-brooklyn,"14401 Hillside Avenue, Jamaica, NY 11435"
729,Your Way Cafe,"39 Bushwick AveBrooklyn, NY 11211","[Coffee, &, Tea,, Breakfast, &, Brunch,, Salad]",$,4.5 star rating,51 reviews,https://www.yelp.com/biz/your-way-cafe-brooklyn-2,"14401 Hillside Avenue, Jamaica, NY 11435"
730,M & R Pizza,"141 BroadwayBrooklyn, NY 11211","[Pizza,, Italian]",$,4.0 star rating,17 reviews,https://www.yelp.com/biz/m-and-r-pizza-bronx,"86 Central Avenue, Brooklyn, NY 11206"
731,Queen Of Tacos,"139 BroadwayBrooklyn, NY 11211",[Mexican],$,3.5 star rating,49 reviews,https://www.yelp.com/biz/queen-of-tacos-bronx,"86 Central Avenue, Brooklyn, NY 11206"
732,Tasty Picks,"149 BroadwayWilliamsburg, NY 11211","[Juice, Bars, &, Smoothies,, Salad,, Delis]",$$$,4.0 star rating,25 reviews,https://www.yelp.com/biz/tasty-picks-new-york,"86 Central Avenue, Brooklyn, NY 11206"
733,Bronx Ny Pizza Incorporated,"178 BroadwayBrooklyn, NY 11211",[Pizza],$$,4.0 star rating,4 reviews,https://www.yelp.com/biz/bronx-ny-pizza-incorporated-bronx,"86 Central Avenue, Brooklyn, NY 11206"
734,Tequilaz Restaurant Lounge,"359 Bedford AveBrooklyn, NY 11211","[Mexican,, Sushi, Bars]",$,3.0 star rating,2 reviews,https://www.yelp.com/biz/tequilaz-restaurant-lounge-bronx,"86 Central Avenue, Brooklyn, NY 11206"
735,Marconi’s Pizza & Restaurant,"146 BroadwayBrooklyn, NY 11211","[Pizza,, Italian]",$$,4.0 star rating,26 reviews,https://www.yelp.com/biz/marconis-pizza-and-restaurant-bronx,"86 Central Avenue, Brooklyn, NY 11206"
736,Mario’s Pizza,"109 S 6th StBrooklyn, NY 11249",[Pizza],$,4.0 star rating,12 reviews,https://www.yelp.com/biz/marios-pizza-bronx,"86 Central Avenue, Brooklyn, NY 11206"
737,Twin Donut Shop,"155 S 4th StBrooklyn, NY 11211","[Coffee, &, Tea,, Breakfast, &, Brunch,, Sandwiches]",$$,2.5 star rating,11 reviews,https://www.yelp.com/biz/twin-donut-shop-bronx,"86 Central Avenue, Brooklyn, NY 11206"
738,Happy Dragon,"166 S 4th StBrooklyn, NY 11211",[Chinese],$,4.0 star rating,10 reviews,https://www.yelp.com/biz/happy-dragon-bronx-2,"86 Central Avenue, Brooklyn, NY 11206"
739,Wok Wok Chinese Restaurant,"98 S 4th StBrooklyn, NY 11249",[Chinese],$,2.0 star rating,5 reviews,https://www.yelp.com/biz/wok-wok-chinese-restaurant-bronx,"86 Central Avenue, Brooklyn, NY 11206"
740,Mark,"84 Rivington StNew York, NY 10002",[Burgers],$,4.0 star rating,959 reviews,https://www.yelp.com/biz/mark-new-york,"3438 Jerome Avenue, Bronx, NY 10467"
741,Cha-An,"127 Orchard StNew York, NY 10002","[Japanese,, Tea, Rooms]",$$,4.0 star rating,1299 reviews,https://www.yelp.com/biz/cha-an-new-york,"3438 Jerome Avenue, Bronx, NY 10467"
742,Mamoun’s Falafel,"138 Orchard StNew York, NY 10002","[Middle, Eastern,, Falafel]",$$,4.0 star rating,974 reviews,https://www.yelp.com/biz/mamouns-falafel-new-york,"3438 Jerome Avenue, Bronx, NY 10467"
743,Sake Bar Decibel,"99 Rivington StNew York, NY 10002","[Bars,, Japanese]",$$,4.0 star rating,741 reviews,https://www.yelp.com/biz/sake-bar-decibel-new-york,"3438 Jerome Avenue, Bronx, NY 10467"
744,Kenka,"124 Ludlow StNew York, NY 10002",[Japanese],$$,3.5 star rating,1255 reviews,https://www.yelp.com/biz/kenka-new-york,"3438 Jerome Avenue, Bronx, NY 10467"
745,St Mark’s Market,"135 Ludlow StNew York, NY 10002","[Grocery,, Delis]",$$,4.0 star rating,96 reviews,https://www.yelp.com/biz/st-marks-market-new-york,"3438 Jerome Avenue, Bronx, NY 10467"
746,Fresco Gelateria,"85 Stanton StNew York, NY 10002","[Gelato,, Coffee, &, Tea,, Breakfast, &, Brunch]",$,4.5 star rating,366 reviews,https://www.yelp.com/biz/fresco-gelateria-new-york,"3438 Jerome Avenue, Bronx, NY 10467"
747,Yakiniku West,"151 Ludlow StNew York, NY 10002","[Japanese,, Barbeque]",$$,4.0 star rating,573 reviews,https://www.yelp.com/biz/yakiniku-west-new-york,"3438 Jerome Avenue, Bronx, NY 10467"
748,Angel’s Share,"142 Orchard StNew York, NY 10002","[Japanese,, Cocktail, Bars]",$$,4.5 star rating,1637 reviews,https://www.yelp.com/biz/angels-share-new-york,"3438 Jerome Avenue, Bronx, NY 10467"
749,Otto’s Tacos,"66 Rivington StNew York, NY 10002",[Mexican],$$,4.0 star rating,581 reviews,https://www.yelp.com/biz/ottos-tacos-new-york,"3438 Jerome Avenue, Bronx, NY 10467"
750,Ringolevio,"222 Montrose AveBrooklyn, NY 11206","[Mediterranean,, Breakfast, &, Brunch]",$,4.5 star rating,155 reviews,https://www.yelp.com/biz/ringolevio-brooklyn,"27 Street Marks Place, New York, NY 10003"
751,Humboldt and Jackson,"251 Bushwick AveEast Williamsburg, NY 11206","[Tapas/Small, Plates,, Venues, &, Event, Spaces,, Wine, Bars]",$$$,4.5 star rating,60 reviews,https://www.yelp.com/biz/humboldt-and-jackson-williamsburg,"27 Street Marks Place, New York, NY 10003"
752,Pita Palace Corp,"217 Montrose AveBrooklyn, NY 11206","[Middle, Eastern,, Falafel]",$,5.0 star rating,109 reviews,https://www.yelp.com/biz/pita-palace-corp-williamsburg,"27 Street Marks Place, New York, NY 10003"
753,Frost Restaurant,"197 Meserole StBrooklyn, NY 11206",[Italian],$$,4.0 star rating,111 reviews,https://www.yelp.com/biz/frost-restaurant-brooklyn,"27 Street Marks Place, New York, NY 10003"
754,Ho May Kitchen,"223 Bushwick AveBrooklyn, NY 11206",[Chinese],$$,4.0 star rating,6 reviews,https://www.yelp.com/biz/ho-may-kitchen-brooklyn,"27 Street Marks Place, New York, NY 10003"
755,Nhà Minh,"255 A Bushwick AveBrooklyn, NY 11206","[Art, Galleries,, Vietnamese,, Coffee, &, Tea]",$$$,4.5 star rating,60 reviews,https://www.yelp.com/biz/nh%C3%A0-minh-brooklyn,"27 Street Marks Place, New York, NY 10003"
756,One Stop Beer Shop,"243 Bushwick AveBrooklyn, NY 11206","[Breakfast, &, Brunch,, Beer, Bar]",$$,4.0 star rating,81 reviews,https://www.yelp.com/biz/one-stop-beer-shop-brooklyn,"27 Street Marks Place, New York, NY 10003"
757,Hummus Market,"188 Montrose AveBrooklyn, NY 11206","[Vegetarian,, Middle, Eastern]",$$,4.5 star rating,84 reviews,https://www.yelp.com/biz/hummus-market-brooklyn,"27 Street Marks Place, New York, NY 10003"
758,Anthony & Son Panini Shoppe,"159 Graham AveBrooklyn, NY 11206","[Delis,, Sandwiches,, Italian]",$$$,4.0 star rating,153 reviews,https://www.yelp.com/biz/anthony-and-son-panini-shoppe-brooklyn,"27 Street Marks Place, New York, NY 10003"
759,C.Lo Cafe,"135 Graham AveBrooklyn, NY 11206","[Cafes,, Cocktail, Bars,, American, (Traditional)]",$$$,4.5 star rating,73 reviews,https://www.yelp.com/biz/c-lo-cafe-brooklyn,"27 Street Marks Place, New York, NY 10003"
760,OTB,"419 Beach 129th StRockaway, NY 11694","[American, (New),, Bars]",$$,4.0 star rating,90 reviews,https://www.yelp.com/biz/otb-brooklyn,"269 Withers Street, Brooklyn, NY 11211"
