,Business_name,Street_address,Categories,Cost,Rating,Review Count,Web_address,Rental_address
2337,Cherry Tree Gourmet Station,"4051 BroadwayNew York, NY 10032","[Coffee, &, Tea,, Delis,, Sandwiches]",$$,4.0 star rating,48 reviews,https://www.yelp.com/biz/cherry-tree-gourmet-station-new-york,"2208 Amsterdam Avenue, New York, NY 10032"
2338,Trail Tails LLC,"500 W 171st StNew York, NY 10032","[Dog, Walkers,, Pet, Boarding/Pet, Sitting,, Pet, Training]",$$,4.5 star rating,237 reviews,https://www.yelp.com/biz/trail-tails-llc-new-york,"2208 Amsterdam Avenue, New York, NY 10032"
2339,LSOWA Photography,,[Photographers],$,4.0 star rating,525 reviews,https://www.yelp.com/biz/lsowa-photography-new-york,"2208 Amsterdam Avenue, New York, NY 10032"
2340,Parisi Bakery,"198 Mott StNew York, NY 10012","[Bakeries,, Sandwiches]",$$,4.0 star rating,495 reviews,https://www.yelp.com/biz/parisi-bakery-new-york?search_key=36867,"58 Kenmare Street, New York, NY 10012"
2341,Cocoron,"37 Kenmare StNew York, NY 10012","[Japanese,, Do-It-Yourself, Food]",$,4.0 star rating,202 reviews,https://www.yelp.com/biz/cocoron-new-york-2?search_key=36867,"58 Kenmare Street, New York, NY 10012"
2342,Ramen Lab,"70 Kenmare StNew York, NY 10012",[Ramen],$,4.5 star rating,40 reviews,https://www.yelp.com/biz/ramen-lab-new-york-2?search_key=36867,"58 Kenmare Street, New York, NY 10012"
2343,Xi’an Famous Foods,"68 Kenmare StNew York, NY 10012","[Chinese,, Noodles,, Burgers]",$$,4.0 star rating,520 reviews,https://www.yelp.com/biz/xian-famous-foods-new-york-16?search_key=36867,"58 Kenmare Street, New York, NY 10012"
2344,Greecologies,"379 Broome StNew York, NY 10013","[Juice, Bars, &, Smoothies,, Ice, Cream, &, Frozen, Yogurt,, Greek]",$,4.5 star rating,162 reviews,https://www.yelp.com/biz/greecologies-new-york?search_key=36867,"58 Kenmare Street, New York, NY 10012"
2345,LuAnne’s Wild Ginger All-Asian Vegan,"380 Broome StNew York, NY 10013","[Vegetarian,, Asian, Fusion,, Vegan]",$$,4.5 star rating,22 reviews,https://www.yelp.com/biz/luannes-wild-ginger-all-asian-vegan-new-york?search_key=36867,"58 Kenmare Street, New York, NY 10012"
2346,Pepe Rosso Social,"173 Mott StNew York, NY 10013",[Italian],$,4.0 star rating,30 reviews,https://www.yelp.com/biz/pepe-rosso-social-new-york-2?search_key=36867,"58 Kenmare Street, New York, NY 10012"
2347,Balzem,"202 Mott StNew York, NY 10012","[Mediterranean,, Tapas/Small, Plates,, Wine, Bars]",$$,4.0 star rating,29 reviews,https://www.yelp.com/biz/balzem-new-york?search_key=36867,"58 Kenmare Street, New York, NY 10012"
2348,Mr. Donahue’s,"203 Mott StNew York, NY 10012","[American, (Traditional),, Coffee, &, Tea]",$$,4.5 star rating,18 reviews,https://www.yelp.com/biz/mr-donahues-new-york?search_key=36867,"58 Kenmare Street, New York, NY 10012"
2349,Egg Shop,"151 Elizabeth StNew York, NY 10012","[Breakfast, &, Brunch,, Sandwiches]",$$,4.0 star rating,74 reviews,https://www.yelp.com/biz/egg-shop-new-york-3?search_key=36867,"58 Kenmare Street, New York, NY 10012"
2350,Blessings Cafe,"663 Flatbush AveBrooklyn, NY 11225","[Coffee, &, Tea,, Breakfast, &, Brunch,, Sandwiches]",$,4.5 star rating,45 reviews,https://www.yelp.com/biz/blessings-cafe-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
2351,El Castillo De Jagua,"679 Flatbush AveBrooklyn, NY 11225","[American, (Traditional),, Spanish,, Dominican]",$$,4.0 star rating,26 reviews,https://www.yelp.com/biz/el-castillo-de-jagua-brooklyn-3,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
2352,The Westbury Inn,"673 Flatbush AveBrooklyn, NY 11225","[Cocktail, Bars,, American, (Traditional),, Beer, Bar]",$,4.5 star rating,50 reviews,https://www.yelp.com/biz/the-westbury-inn-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
2353,Errol’s Caribbean Bakery,"661 Flatbush AveBrooklyn, NY 11225","[Bakeries,, Caribbean]",$$,4.5 star rating,87 reviews,https://www.yelp.com/biz/errols-caribbean-bakery-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
2354,Play Kids,"668A Flatbush AveBrooklyn, NY 11225","[Toy, Stores]",$$,4.5 star rating,193 reviews,https://www.yelp.com/biz/play-kids-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
2355,Parkside,"705 Flatbush AveBrooklyn, NY 11225","[Pizza,, American, (New),, Cocktail, Bars]",$,4.0 star rating,684 reviews,https://www.yelp.com/biz/parkside-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
2356,Delroys Cafe and Wine Bar,"65A  Fenimore StBrooklyn, NY 11225","[Cafes,, Wine, Bars]",$,4.0 star rating,419 reviews,https://www.yelp.com/biz/delroys-cafe-and-wine-bar-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
2357,Family Pizza,"720 Flatbush AvenueBrooklyn, NY 11225",[Pizza],$,4.0 star rating,935 reviews,https://www.yelp.com/biz/family-pizza-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
2358,Trumpet Emergency Plumbing,"22 Hawthorne StBrooklyn, NY 11225",[Plumbing],$$,4.0 star rating,163 reviews,https://www.yelp.com/biz/trumpet-emergency-plumbing-brooklyn,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
2359,Zurilee Restaurant,"755 Flatbush AvenueFlatbush - Ditmas Park, NY 11226","[Pizza,, Breakfast, &, Brunch,, Cocktail, Bars]",$,4.0 star rating,187 reviews,https://www.yelp.com/biz/zurilee-restaurant-flatbush-ditmas-park,"664 676 Flatbush Avenue, Brooklyn, NY 11225"
2360,Blue Ribbon Downing Street Bar,"34 Downing StNew York, NY 10014","[Wine, Bars,, Beer, Bar,, Cocktail, Bars]",$$,4.0 star rating,74 reviews,https://www.yelp.com/biz/blue-ribbon-downing-street-bar-new-york-2,"31 Bedford Street, New York, NY 10014"
2361,Market Table,"54 Carmine StNew York, NY 10014","[American, (New)]",$,4.0 star rating,359 reviews,https://www.yelp.com/biz/market-table-new-york,"31 Bedford Street, New York, NY 10014"
2362,Blue Ribbon Bakery & Cafe,"35 Downing StNew York, NY 10014","[Bakeries,, Breakfast, &, Brunch]",$$,4.0 star rating,317 reviews,https://www.yelp.com/biz/blue-ribbon-bakery-and-cafe-new-york,"31 Bedford Street, New York, NY 10014"
2363,Sweet Revenge,"62 Carmine StNew York, NY 10014","[Desserts,, Wine, Bars,, American, (Traditional)]",$,4.0 star rating,80 reviews,https://www.yelp.com/biz/sweet-revenge-new-york,"31 Bedford Street, New York, NY 10014"
2364,The Grey Dog,"49 Carmine StNew York, NY 10014","[Coffee, &, Tea,, Breakfast, &, Brunch,, American, (Traditional)]",$$,4.5 star rating,1495 reviews,https://www.yelp.com/biz/the-grey-dog-new-york-6,"31 Bedford Street, New York, NY 10014"
2365,Cotenna,"21 Bedford StNew York, NY 10014","[Wine, Bars,, Italian]",$$,4.0 star rating,170 reviews,https://www.yelp.com/biz/cotenna-new-york,"31 Bedford Street, New York, NY 10014"
2366,Da Tommy Osteria,"14 Bedford StNew York, NY 10014","[Italian,, Wine, Bars,, Seafood]",$$,4.0 star rating,597 reviews,https://www.yelp.com/biz/da-tommy-osteria-new-york-3,"31 Bedford Street, New York, NY 10014"
2367,Spunto,"65 Carmine StNew York, NY 10014","[Pizza,, Salad,, Cocktail, Bars]",$$,3.5 star rating,144 reviews,https://www.yelp.com/biz/spunto-new-york-3,"31 Bedford Street, New York, NY 10014"
2368,Berimbau Do Brasil,"43 Carmine StNew York, NY 10014","[Brazilian,, Breakfast, &, Brunch]",$,4.5 star rating,80 reviews,https://www.yelp.com/biz/berimbau-do-brasil-new-york,"31 Bedford Street, New York, NY 10014"
2369,GLOO,"78 Carmine StNew York, NY 10014","[French,, Wine, Bars,, Cocktail, Bars]",$,4.0 star rating,594 reviews,https://www.yelp.com/biz/gloo-new-york,"31 Bedford Street, New York, NY 10014"
2370,Wafels & Dinges,"New York, NY 10011","[Desserts,, Food, Stands,, Belgian]",$$,4.5 star rating,55 reviews,https://www.yelp.com/biz/wafels-and-dinges-new-york,"143 159 11th Avenue, New York, NY 10011"
2371,Bateaux New York,"62 Chelsea PiersNew York, NY 10011","[Boat, Charters,, Restaurants,, Venues, &, Event, Spaces]",$$,4.5 star rating,135 reviews,https://www.yelp.com/biz/bateaux-new-york-new-york,"143 159 11th Avenue, New York, NY 10011"
2372,Tia Pol,"205 10th AveNew York, NY 10011","[Tapas, Bars,, Spanish]",$,4.0 star rating,1525 reviews,https://www.yelp.com/biz/tia-pol-new-york,"143 159 11th Avenue, New York, NY 10011"
2373,Spirit of New York,"Chelsea PiersNew York, NY 10011","[Boat, Charters,, Venues, &, Event, Spaces,, American, (Traditional)]",$$,4.0 star rating,429 reviews,https://www.yelp.com/biz/spirit-of-new-york-new-york-3,"143 159 11th Avenue, New York, NY 10011"
2374,Juban,"207 10th AveNew York, NY 10011","[Japanese,, Sushi, Bars]",$,4.0 star rating,756 reviews,https://www.yelp.com/biz/juban-new-york,"143 159 11th Avenue, New York, NY 10011"
2375,The Red Cat,"227 10th AveNew York, NY 10011","[American, (New)]",$$,4.0 star rating,64 reviews,https://www.yelp.com/biz/the-red-cat-new-york,"143 159 11th Avenue, New York, NY 10011"
2376,Le Pif,"465 W 23rd StNew York, NY 10011","[Wine, Bars,, Breakfast, &, Brunch,, French]",$$,4.0 star rating,292 reviews,https://www.yelp.com/biz/le-pif-new-york-8,"143 159 11th Avenue, New York, NY 10011"
2377,Rocket Pig,"463 W 24th StNew York, NY 10001","[American, (New)]",$$,4.0 star rating,249 reviews,https://www.yelp.com/biz/rocket-pig-new-york,"143 159 11th Avenue, New York, NY 10011"
2378,Cookshop,"156 10th AveNew York, NY 10011","[American, (New),, Breakfast, &, Brunch,, Wine, Bars]",$$,4.0 star rating,509 reviews,https://www.yelp.com/biz/cookshop-new-york,"143 159 11th Avenue, New York, NY 10011"
2379,Pepe Giallo,"253 10th AveNew York, NY 10001",[Italian],$$,4.0 star rating,55 reviews,https://www.yelp.com/biz/pepe-giallo-new-york,"143 159 11th Avenue, New York, NY 10011"
2380,The Mermaid Inn,"570 Amsterdam AveNew York, NY 10024","[Seafood,, Breakfast, &, Brunch]",$$,4.0 star rating,75 reviews,https://www.yelp.com/biz/the-mermaid-inn-new-york-2,"575 Amsterdam Avenue, New York, NY 10024"
2381,Pizzeria Sirenetta,"568 Amsterdam AvenueNew York, NY 10024","[Pizza,, Italian]",$$$,4.0 star rating,15 reviews,https://www.yelp.com/biz/pizzeria-sirenetta-new-york,"575 Amsterdam Avenue, New York, NY 10024"
2382,Bodrum Mediterranean Restaurant,"584 Amsterdam AveNew York, NY 10024","[Mediterranean,, Pizza,, Breakfast, &, Brunch]",$$$,4.5 star rating,66 reviews,https://www.yelp.com/biz/bodrum-mediterranean-new-york,"575 Amsterdam Avenue, New York, NY 10024"
2383,B. Cafe West,"566 Amsterdam AveNew York, NY 10024","[Belgian,, Bars]",$$,4.0 star rating,120 reviews,https://www.yelp.com/biz/b-cafe-west-new-york,"575 Amsterdam Avenue, New York, NY 10024"
2384,Barney Greengrass,"541 Amsterdam AveNew York, NY 10024","[Specialty, Food,, Delis,, Bagels]",$$,4.0 star rating,83 reviews,https://www.yelp.com/biz/barney-greengrass-new-york,"575 Amsterdam Avenue, New York, NY 10024"
2385,Kirsh Bakery & Kitchen,"551 Amsterdam AveNew York, NY 10024","[Bakeries,, Modern, European,, Breakfast, &, Brunch]",$$$$,4.5 star rating,23 reviews,https://www.yelp.com/biz/kirsh-bakery-and-kitchen-new-york,"575 Amsterdam Avenue, New York, NY 10024"
2386,Indian Tanpura,"564 Amsterdam AveNew York, NY 10024",[Indian],$$$,5.0 star rating,98 reviews,https://www.yelp.com/biz/indian-tanpura-new-york-2,"575 Amsterdam Avenue, New York, NY 10024"
2387,MIMI,"566 AmsterdamNew York, NY 10024","[Japanese,, Sushi, Bars,, Salad]",$,4.5 star rating,1658 reviews,https://www.yelp.com/biz/mimi-new-york,"575 Amsterdam Avenue, New York, NY 10024"
2388,Mido,"612 Amsterdam AveNew York, NY 10024","[Japanese,, Sushi, Bars]",$,4.0 star rating,3755 reviews,https://www.yelp.com/biz/mido-new-york,"575 Amsterdam Avenue, New York, NY 10024"
2389,Anthis Greek Food,"614 Amsterdam AveNew York, NY 10024","[Greek,, Mediterranean]",$,4.5 star rating,404 reviews,https://www.yelp.com/biz/anthis-greek-food-new-york,"575 Amsterdam Avenue, New York, NY 10024"
2390,Roebling Pizza,"326 Roebling StBrooklyn, NY 11211",[Pizza],$,4.5 star rating,229 reviews,https://www.yelp.com/biz/roebling-pizza-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
2391,Reben Luncheonette,"229 Havemeyer StBrooklyn, NY 11211","[Latin, American]",$$,4.5 star rating,189 reviews,https://www.yelp.com/biz/reben-luncheonette-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
2392,Kichin,"297 BroadwayBrooklyn, NY 11211",[Korean],$$,5.0 star rating,125 reviews,https://www.yelp.com/biz/kichin-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
2393,Traif,"229 S 4th StBrooklyn, NY 11211","[American, (New),, Tapas/Small, Plates]",$$,4.0 star rating,70 reviews,https://www.yelp.com/biz/traif-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
2394,Peter Luger,"178 BroadwayBrooklyn, NY 11211","[Steakhouses,, Desserts,, Seafood]",$$,4.5 star rating,39 reviews,https://www.yelp.com/biz/peter-luger-brooklyn-2,"309 Roebling Street, Brooklyn, NY 11211"
2395,Xixa,"241 S 4th StBrooklyn, NY 11211","[Mexican,, Tapas/Small, Plates]",$,3.5 star rating,606 reviews,https://www.yelp.com/biz/xixa-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
2396,Post Office,"188 Havemeyer StBrooklyn, NY 11211","[Bars,, American, (Traditional)]",$$,5.0 star rating,47 reviews,https://www.yelp.com/biz/post-office-brooklyn-6,"309 Roebling Street, Brooklyn, NY 11211"
2397,Mahal Kita,"184 Havemeyer StBrooklyn, NY 11211",[Indian],$$$,4.5 star rating,3 reviews,https://www.yelp.com/biz/mahal-kita-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
2398,L’industrie Pizzeria,"254 S 2nd StWilliamsburg, NY 11211",[Pizza],$$,3.5 star rating,101 reviews,https://www.yelp.com/biz/l-industrie-pizzeria-williamsburg,"309 Roebling Street, Brooklyn, NY 11211"
2399,Otha’s,"297 BroadwayBrooklyn, NY 11211","[Coffee, &, Tea,, Cafes,, Breakfast, &, Brunch]",$$$,3.5 star rating,113 reviews,https://www.yelp.com/biz/othas-brooklyn,"309 Roebling Street, Brooklyn, NY 11211"
2400,China Restaurant,"937 Utica AveBrooklyn, NY 11203",[Chinese],$$,4.5 star rating,62 reviews,https://www.yelp.com/biz/china-restaurant-brooklyn,"1092 Utica Avenue, Brooklyn, NY 11203"
2401,Suede,"5610 Clarendon RdEast Flatbush, NY 11203",[Caribbean],$$$,5.0 star rating,7 reviews,https://www.yelp.com/biz/suede-east-flatbush,"1092 Utica Avenue, Brooklyn, NY 11203"
2402,Affordable Locksmith & Hardware lll INC,,"[Keys, &, Locksmiths]",$$,4.5 star rating,76 reviews,https://www.yelp.com/biz/affordable-locksmith-and-hardware-lll-inc-brooklyn,"1092 Utica Avenue, Brooklyn, NY 11203"
2403,Jahzin House of Locks,"5009 Beverley RdBrooklyn, NY 11203","[Hair, Salons]",$$,5.0 star rating,1 review,https://www.yelp.com/biz/jahzin-house-of-locks-brooklyn,"1092 Utica Avenue, Brooklyn, NY 11203"
2404,Island Burger,"915 Utica AveBrooklyn, NY 11203",[Burgers],$$,4.0 star rating,128 reviews,https://www.yelp.com/biz/island-burger-brooklyn-2,"1092 Utica Avenue, Brooklyn, NY 11203"
2405,Vivid Caribbean American Bistro,"4617 Ave DBrooklyn, NY 11203","[Caribbean,, American, (Traditional)]",$$$,4.5 star rating,89 reviews,https://www.yelp.com/biz/vivid-caribbean-american-bistro-brooklyn-3,"1092 Utica Avenue, Brooklyn, NY 11203"
2406,Father & Son Appliance Repair,"843 E 49th StBrooklyn, NY 11203","[Appliances, &, Repair]",$,4.0 star rating,71 reviews,https://www.yelp.com/biz/father-and-son-appliance-repair-brooklyn,"1092 Utica Avenue, Brooklyn, NY 11203"
2407,Island Pride Restaurant,"5403 Church AveBrooklyn, NY 11203",[Caribbean],$$,4.0 star rating,44 reviews,https://www.yelp.com/biz/island-pride-restaurant-brooklyn,"1092 Utica Avenue, Brooklyn, NY 11203"
2408,L & M Foreign Cars,"1331 Utica AveBrooklyn, NY 11203","[Auto, Repair,, Body, Shops,, Oil, Change, Stations]",$,3.5 star rating,51 reviews,https://www.yelp.com/biz/l-and-m-foreign-cars-brooklyn,"1092 Utica Avenue, Brooklyn, NY 11203"
2409,Carib Sun Motors,"1121 Utica AveBrooklyn, NY 11203","[Auto, Repair,, Oil, Change, Stations,, Smog, Check, Stations]",$$,3.0 star rating,104 reviews,https://www.yelp.com/biz/carib-sun-motors-brooklyn,"1092 Utica Avenue, Brooklyn, NY 11203"
2410,Stix Kosher Restaurant,"101-15 Queens BlvdForest Hills, NY 11375","[Kosher,, Russian,, Middle, Eastern]",$$$,4.0 star rating,146 reviews,https://www.yelp.com/biz/stix-kosher-restaurant-forest-hills,"10025 Queens Boulevard, Forest Hills, NY 11375"
2411,Roast n,"100-12 Queens BlvdForest Hills, NY 11375","[Cafes,, Sandwiches,, Salad]",$$,5.0 star rating,48 reviews,https://www.yelp.com/biz/roast-n-forest-hills-5,"10025 Queens Boulevard, Forest Hills, NY 11375"
2412,Cafe Arzu,"101-05 Queens BlvdForest Hills, NY 11375","[Russian,, Kosher,, Uzbek]",$$,3.5 star rating,55 reviews,https://www.yelp.com/biz/cafe-arzu-forest-hills,"10025 Queens Boulevard, Forest Hills, NY 11375"
2413,TuArepa Pizza Cafe,"100-22 67th AveForest Hills, NY 11375","[Pizza,, Venezuelan]",$,5.0 star rating,14 reviews,https://www.yelp.com/biz/tuarepa-pizza-cafe-forest-hills-2,"10025 Queens Boulevard, Forest Hills, NY 11375"
2414,Starbucks,"10102 Queens BlvdForest Hills, NY 11375","[Coffee, &, Tea]",$$,4.0 star rating,146 reviews,https://www.yelp.com/biz/starbucks-forest-hills-2,"10025 Queens Boulevard, Forest Hills, NY 11375"
2415,Asian Bowl,"101-11 Queens BlvdForest Hills, NY 11375","[Chinese,, Vegetarian,, Gluten-Free]",$$,3.5 star rating,90 reviews,https://www.yelp.com/biz/asian-bowl-forest-hills,"10025 Queens Boulevard, Forest Hills, NY 11375"
2416,Grand Sichuan NY II,"98-108 Queens BlvdRego Park, NY 11374",[Szechuan],$$,4.5 star rating,89 reviews,https://www.yelp.com/biz/grand-sichuan-ny-ii-rego-park,"10025 Queens Boulevard, Forest Hills, NY 11375"
2417,True Value Security Systems,,"[Security, Systems]",$$,5.0 star rating,26 reviews,https://www.yelp.com/biz/true-value-security-systems-forest-hills-2,"10025 Queens Boulevard, Forest Hills, NY 11375"
2418,Andre’s Hungarian,"100-28 Queens BlvdForest Hills, NY 11375","[Bakeries,, Hungarian]",$$,3.5 star rating,163 reviews,https://www.yelp.com/biz/andres-hungarian-forest-hills,"10025 Queens Boulevard, Forest Hills, NY 11375"
2419,Film Cars,"New York, NY 10184","[Party, Equipment, Rentals]",$,4.5 star rating,9 reviews,https://www.yelp.com/biz/film-cars-new-york,"10025 Queens Boulevard, Forest Hills, NY 11375"
2420,Grand Sichuan NY II,"98-108 Queens BlvdRego Park, NY 11374",[Szechuan],$$,4.0 star rating,56 reviews,https://www.yelp.com/biz/grand-sichuan-ny-ii-rego-park,"98 76 Queens Boulevard, Rego Park, NY 11374"
2421,Pollos Cuzco Restaurant,"98-102 Queens BlvdRego Park, NY 11374",[Peruvian],$$,4.0 star rating,51 reviews,https://www.yelp.com/biz/pollos-cuzco-restaurant-rego-park,"98 76 Queens Boulevard, Rego Park, NY 11374"
2422,Roast n,"100-12 Queens BlvdForest Hills, NY 11375","[Cafes,, Sandwiches,, Salad]",$,5.0 star rating,4 reviews,https://www.yelp.com/biz/roast-n-forest-hills-5,"98 76 Queens Boulevard, Rego Park, NY 11374"
2423,My Best Friend Too,"9722 66th AveRego Park, NY 11374","[Pet, Groomers]",$,4.5 star rating,18 reviews,https://www.yelp.com/biz/my-best-friend-too-rego-park,"98 76 Queens Boulevard, Rego Park, NY 11374"
2424,Tower Diner,"9895 Queens BlvdRego Park, NY 11374",[Diners],$$,5.0 star rating,37 reviews,https://www.yelp.com/biz/tower-diner-rego-park,"98 76 Queens Boulevard, Rego Park, NY 11374"
2425,Vstrecha Glatt Kosher,"98-98 Queens BlvdRego Park, NY 11374","[Russian,, Kosher]",$$,5.0 star rating,83 reviews,https://www.yelp.com/biz/vstrecha-glatt-kosher-rego-park,"98 76 Queens Boulevard, Rego Park, NY 11374"
2426,Laura’s Beauty Touch,"97-20 66th AveRego Park, NY 11374","[Hair, Removal,, Skin, Care,, Nail, Salons]",$$$$,3.5 star rating,266 reviews,https://www.yelp.com/biz/lauras-beauty-touch-rego-park-7,"98 76 Queens Boulevard, Rego Park, NY 11374"
2427,Spin City Cycle,"98-73 Queens BlvdRego Park, NY 11374","[Bikes,, Bike, Repair/Maintenance]",$$,4.0 star rating,227 reviews,https://www.yelp.com/biz/spin-city-cycle-rego-park,"98 76 Queens Boulevard, Rego Park, NY 11374"
2428,"Maria Supnet-Gozun, DDS","98-76 Queens BlvdRego Park, NY 11374","[General, Dentistry]",$$$$,4.0 star rating,432 reviews,https://www.yelp.com/biz/maria-supnet-gozun-dds-rego-park,"98 76 Queens Boulevard, Rego Park, NY 11374"
2429,Houseware World,"9896 Queens BlvdRego Park, NY 11374","[Hardware, Stores]",$$,5.0 star rating,76 reviews,https://www.yelp.com/biz/houseware-world-rego-park,"98 76 Queens Boulevard, Rego Park, NY 11374"
2430,Elite Event: Wined and Dined at Aged NYC,"107-02 70th RdForest Hills, NY 11375","[Yelp, Events]",$$,4.0 star rating,615 reviews,https://www.yelp.com/biz/elite-event-wined-and-dined-at-aged-nyc-forest-hills,"10750 Queens Boulevard, Forest Hills, NY 11375"
2431,"VIP Dental Care, P.C","108-62 Queens BlvdForest Hills, NY 11375","[General, Dentistry,, Cosmetic, Dentists]",$$,4.0 star rating,701 reviews,https://www.yelp.com/biz/vip-dental-care-p-c-forest-hills,"10750 Queens Boulevard, Forest Hills, NY 11375"
2432,Bangkok Cuisine,"10718 70th RdForest Hills, NY 11375",[Thai],$$,4.0 star rating,1266 reviews,https://www.yelp.com/biz/bangkok-cuisine-forest-hills,"10750 Queens Boulevard, Forest Hills, NY 11375"
2433,The Grill,"107-12 70th RdForest Hills, NY 11375","[Mediterranean,, Greek]",$$$,4.0 star rating,49 reviews,https://www.yelp.com/biz/the-grill-forest-hills,"10750 Queens Boulevard, Forest Hills, NY 11375"
2434,Banter Irish Bar and Kitchen,"108-22 Queens BlvdForest Hills, NY 11375","[Pubs,, Irish,, Breakfast, &, Brunch]",$$,4.0 star rating,121 reviews,https://www.yelp.com/biz/banter-irish-bar-and-kitchen-forest-hills,"10750 Queens Boulevard, Forest Hills, NY 11375"
2435,Station Square Eyes,"107-20 71st Continental AveForest Hills, NY 11375","[Optometrists,, Eyewear, &, Opticians]",$$,4.0 star rating,88 reviews,https://www.yelp.com/biz/station-square-eyes-forest-hills,"10750 Queens Boulevard, Forest Hills, NY 11375"
2436,Cabana,"107-10 70th RdForest Hills, NY 11375","[Latin, American,, Cuban]",$$$,3.5 star rating,242 reviews,https://www.yelp.com/biz/cabana-forest-hills,"10750 Queens Boulevard, Forest Hills, NY 11375"
2437,Forest Hills Station House,"106-11 71st AveForest Hills, NY 11375","[Gastropubs,, Cocktail, Bars,, Beer, Bar]",$,4.5 star rating,47 reviews,https://www.yelp.com/biz/forest-hills-station-house-forest-hills,"10750 Queens Boulevard, Forest Hills, NY 11375"
2438,Martha’s Country Bakery,"70-28 Austin StForest Hills, NY 11375","[Bakeries,, Coffee, &, Tea,, Desserts]",$,4.0 star rating,121 reviews,https://www.yelp.com/biz/marthas-country-bakery-forest-hills,"10750 Queens Boulevard, Forest Hills, NY 11375"
2439,MK Vision Center,"107-29  71st AveForest Hills, NY 11375","[Optometrists,, Eyewear, &, Opticians]",$$,4.5 star rating,1126 reviews,https://www.yelp.com/biz/mk-vision-center-forest-hills,"10750 Queens Boulevard, Forest Hills, NY 11375"
2440,Gino’s Pizzeria,"8635 BroadwayElmhurst, NY 11373",[Pizza],$$,3.5 star rating,17 reviews,https://www.yelp.com/biz/ginos-pizzeria-elmhurst,"8655 Broadway, Elmhurst, NY 11373"
2441,Chinese Food Cart,"51st Ave and BroadwayElmhurst, NY 11373","[Food, Stands,, Chinese]",$,5.0 star rating,13 reviews,https://www.yelp.com/biz/chinese-food-cart-elmhurst-2,"8655 Broadway, Elmhurst, NY 11373"
2442,Tangra Masala,"87-09 Grand AveElmhurst, NY 11373","[Chinese,, Indian]",$$,3.0 star rating,507 reviews,https://www.yelp.com/biz/tangra-masala-elmhurst-2,"8655 Broadway, Elmhurst, NY 11373"
2443,Food on Foot Tours,,"[Pizza,, Food, Tours]",$$,3.5 star rating,244 reviews,https://www.yelp.com/biz/food-on-foot-tours-new-york,"8655 Broadway, Elmhurst, NY 11373"
2444,Luke’s Lobster Mobile Lobster Roll Food Truck,,"[Seafood,, Food, Trucks]",$$,4.5 star rating,135 reviews,https://www.yelp.com/biz/lukes-lobster-mobile-lobster-roll-food-truck-new-york,"8655 Broadway, Elmhurst, NY 11373"
2445,JoJu,"83-25 BroadwayElmhurst, NY 11373","[Vietnamese,, Sandwiches,, Bubble, Tea]",$$,4.0 star rating,28 reviews,https://www.yelp.com/biz/joju-elmhurst,"8655 Broadway, Elmhurst, NY 11373"
2446,House of Andy,"86-22 BroadwayElmhurst, NY 11373","[Chinese,, Bakeries]",$,4.5 star rating,6 reviews,https://www.yelp.com/biz/house-of-andy-elmhurst,"8655 Broadway, Elmhurst, NY 11373"
2447,Los Viajeros Food Truck,,"[Food, Trucks,, Latin, American,, Cuban]",$,4.5 star rating,62 reviews,https://www.yelp.com/biz/los-viajeros-food-truck-brooklyn-3,"8655 Broadway, Elmhurst, NY 11373"
2448,Georgia Diner,"86-55 Queens BlvdElmhurst, NY 11373","[Diners,, Breakfast, &, Brunch]",$$,4.0 star rating,42 reviews,https://www.yelp.com/biz/georgia-diner-elmhurst,"8655 Broadway, Elmhurst, NY 11373"
2449,Sushi Island,"87-18 Queens BlvdElmhurst, NY 11373","[Sushi, Bars,, Japanese,, Thai]",$$,4.0 star rating,190 reviews,https://www.yelp.com/biz/sushi-island-elmhurst,"8655 Broadway, Elmhurst, NY 11373"
2450,Samurai Papa,"32 Varet StBrooklyn, NY 11206",[Ramen],$$,4.0 star rating,8 reviews,https://www.yelp.com/biz/samurai-papa-brooklyn-2,"65 Whipple Street, Brooklyn, NY 11206"
2451,Habanero Cafe Mexican Grill,"715 Flushing AveBrooklyn, NY 11206",[Mexican],$,3.5 star rating,7 reviews,https://www.yelp.com/biz/habanero-cafe-mexican-grill-brooklyn,"65 Whipple Street, Brooklyn, NY 11206"
2452,New Wing’s Kitchen,"685 BroadwayNew York, NY 11206",[Chinese],$$,3.5 star rating,16 reviews,https://www.yelp.com/biz/new-wings-kitchen-new-york,"65 Whipple Street, Brooklyn, NY 11206"
