,Full_Street_address,SF_avail,Price_per_sf_per_year,Prop_desc,Latitude,Longitude,City,Zipcode
464,"129 139 East Park Avenue, Long Beach, NY 11561",5500,35.0,"('5,500 sf street retail.', '.')",40.5888189,-73.6601256,Long Beach,11561
465,"2955 State Route 9, Malta, NY 12020",3600,15.0,"('Excellent opportunity for experienced Restaurant operator to bring concept to Restaurant Site at Roosevelt Inn &amp; Suites. Approximately 3,600SF Restaurant Space with Bar, Upstairs Dining Area, Private Party Room and Dance Floor w/ Fully Equipped Kitchen. Restaurant can accommodate 100+. ADA compliant. Sign lease just in time for the 2016 Saratoga Race Track Season. Excellent location for Specialty Restaurant such as Hibachi, Sushi, Asian, India or Mexican. Also an excellent location for destination retail.', '.')",43.0269026,-73.7918706,Malta,12020
466,"1343 Central Avenue, Albany, NY 12205",2064,19.5,"('+/- 2,064SF Retail SPace available at corner of Central Ave and Fuller in Colonie. Located next to new restaurant, hotel, gas station and popular ice cream business. Owner to install new entrance and windows to space. Excellent location for food service, retail, retail/office space or personal services. Contact LA for details.', '.')",42.7031547,-73.8154806,Albany,12205
467,"58 Main Street, New Paltz, NY 12561",2250,18.13,"('Ground level retail space.  Currently configured as a tavern/night club with 35ft L-shape bar, 90sqft walk-in cooler, DJ booth, and dedicated entry foyer with 170sqft retail area and 300sqft secure open air patio.', '.')",41.7475615,-74.0862745,New Paltz,12561
468,"1180 Northern Boulevard, Manhasset, NY 11030",10000,35.0,"('Prime North Shore Miracle Mile retail location on Northern Blvd in MAnhasset that is sandwiched between the retail corridor of Macy\'s and Lord &amp; Taylor.  Staggering traffic counts ranging from 33,000 cars per day at Macy\'s to 20,000 cars per day at Lord &amp; Taylor.  This architecturally designed open space for retial sales features a main floor of 5500 Sf that ""opens up"" to a wide open, spacious lower level of 4500 Sf additional selling space.  60\' frontage with excellent signage opportunities.', '.')",40.7908214,-73.7018226,Manhasset,11030
469,"1 37 Hicksville Road, Massapequa, NY 11758",2000,35.5,,40.6680647,-73.4750523,Massapequa,11758
470,"150 152 Chambers Street, New York, NY 10007",1233,175.0,,40.7156695,-74.0100834,New York,10007
471,"14401 Hillside Avenue, Jamaica, NY 11435",2000,30.0,,40.70553,-73.8116902,Jamaica,11435
472,"2901 2915 White Plains Road, Bronx, NY 10467",1687,26.0,"('Centrally located in a very busy retail, commercial and residential are of the Bronx.  Location is near the Bronx River Parkway and Cross Bronx Expressway.  It is also located between Allerton and Burke Avenue stations of IRT #2 and #5 line.', '.')",40.8683679,-73.867651,Bronx,10467
473,"601 Portion Road, Ronkonkoma, NY 11779",1124,29.0,"('Lake Shore Plaza &amp; Offices', 's')",40.834292,-73.0740044,Ronkonkoma,11779
474,"245 265 Great Neck Road, Great Neck, NY 11021",2200,27.0,,40.781535,-73.732709,Great Neck,11021
475,"1512 Boone Avenue, Bronx, NY 10460",1742,26.0,"('NEW FIFTEEN (15) STORY MIXED USE BUILDING', 'G')",40.832386,-73.885222,Bronx,10460
476,"3007 3009 3rd Avenue, Bronx, NY 10455",1250,43.2,,40.7286292,-73.9906154,Bronx,10455
477,"332 Kings Highway, Brooklyn, NY 11223",1320,65.54,"('Store/Professional Office Space Street Level for RentBensonhurst high visibility Corner Location- Kings HwyStore Front features 40 Ft of front and side, 8 feet high windows for great exposure and sunshine.  The office has been used for the past twenty years as professional office.  Great location for Bank, Franchise, Lawyers, Doctors, Insurance company, or certified public accountants.The store is approximately 1100 SQ feet high end interior space.  It consists of 11 foot high ceilings, new walls, electric service, 18 inch porcelain tile and granite floors, tile bathroom, central air and heating system.  There is also a side door entrance leading to a yard 6 Feet wide by 50 Feet long.Rent is $6,000 per month.The adjacent and attached store/office is connected and only separate by a 11 foot high glass interior wall with door and lock cylinder.  It was used as a private office for the business owner for the past 20 years.This office has its own store front from the side street entrance with electrical roll down gate and window.  The office is modern with porcelain 18 inch tile floor and bathroom.  The space is approximately 220 SF. The rent for this space is $1500 per m', 'm')",40.6046715,-73.9778792,Brooklyn,11223
478,"3607 Broadway, New York, NY 10031",450,85.0,"('Location Corner: SWProperty Description: 100-Unit Apt Bldg w/7 Storefronts', 's')",40.8288432,-73.9490636,New York,10031
479,"1308 2nd Avenue, New York, NY 10065",700,162.85,"('Built in 1910, this four story walk up property comprises of six apartments and two retail stores. Four apartments are free market and two are subsidized. One retail store is currently vacant in this highly desirable Upper East Side location. Situated perfectly for a value add or redevelopment opportunity.', '.')",40.7666175,-73.9596536,New York,10065
480,"6 10 Barclay Street, New York, NY 10007",2780,37.5,"('This property is receiving a 421-a tax abatement.', '.')",40.7122441,-74.0091664,New York,10007
481,"315 Spring Street, New York, NY 10013",10000,55.0,"('Retail, Gallery, Showroom, Market', 't')",40.726085,-74.0088827,New York,10013
482,"516 8th Avenue, New York, NY 10018",1050,51.43,"('516 8th Avenue is near major public transit hubs like Penn Station and Port Authority. In addition, tenants can also enjoy the numerous shops, restaurants and coffee shops nearby. Overall, the area is very vibrant. And for those out of town clients, hotel choices are endless, ranging from economic to boutique to luxury.', '.')",40.753239,-73.992282,New York,10018
483,"115 Temple Hill Road, New Windsor, NY 12553",8700,18.5,"(""Proposed New Construction at the Highly Visible FIVE CORNERS of Vails Gate! Other tenants include: price Chopper Supermarket, Dollar tree, Brett's True Value, Advance Auto, Radio Shack, hair salon, Chinese restaurant."", '.')",41.4550453,-74.0579917,New Windsor,12553
484,"158 Page Avenue, Staten Island, NY 10307",2400,75.0,"('2,100 sf pad site situated on a 24,000 sq ft lot. Fully built building with drive thru. Come Join Sonic, Intox Fitness, CKO Kickboxing, Fastbreakers, Roller Jam and others!', '!')",40.5204469,-74.2350523,Staten Island,10307
485,"4101 Transit Road, Buffalo, NY 14221",25329,12.0,"('One of only a few centers with light access.  Amazing visibility and easy access.', '.')",42.9589169,-78.6951401,Buffalo,14221
486,"3531 Seneca Street, West Seneca, NY 14224",2730,8.66,"('A Regional Shopping Center that is anchored by a super successul fitness center, Dollar General has committeed to a new long term lease &amp; will be expanding into the adjacent vacancy and Supercuts has also entered into a new long term lease.  Easy access with plenty of parking and great visibilty from Ridge Road and Seneca Street.', '.')",42.8291137,-78.7722353,West Seneca,14224
487,"2309 Eggert Road, Tonawanda, NY 14150",5872,15.0,"('New ownership.  Great location with amazing visibility.', '.')",42.9818323,-78.8254914,Tonawanda,14150
488,"890 Young Street, Tonawanda, NY 14150",104000,7.0,"('316,000 Square Foot Power Center that is anchored by Tops Grocery &amp; Gander Mountain\nSignalized entrance way, ample parking and a large pylon\nOne out-parcels also available at the entrance way\nStrong co-tenants', 's')",43.0011957,-78.8577845,Tonawanda,14150
489,"2005 2023 Third Avenue, New York, NY 10029",121500,50.0,"(""Build to Suit Commercial Development in East Harlem. \n\nCommunity Facility Uses: Education, Medical, and Student Dormitory, with Retail or Commercial component. \n\n200' Wide x 135'. 27,000 SF of ground. \n\nApproximate 24 month project horizon. \n\nLandlord will deliver Core &amp; Shell or to Tenant's specifications. \n\nPotential for 27,000 SF underground parking garage."", '.')",40.794119,-73.942374,New York,10029
490,"315 E 94th Street, New York, NY 10128",185000,60.0,"(""Build to Suit Commercial Development in the Upper East Side 5 floors of Commercial with Student Dormitory tower. \n\nCommunity Facility Uses: Education, Medical, and Student Dorm, with Retail or Commercial component. \n\n12,500 SF through block lot w/ vehicle passthrough. \n\nApproximate 24 month project horizon. \n\nLandlord will deliver Core &amp; Shell or to Tenant's specifications."", '.')",40.782479,-73.9469139,New York,10128
491,"418 E 75th Street, New York, NY 10021",3800,94.74,"('Ground floor retail location. Divisible at higher $/SF. Courtyard with skylight. Full basement available. Curb cut and sidewalk basement access for loading.', '.')",40.7691957,-73.9538056,New York,10021
492,"207 E 110th Street, New York, NY 10029",2500,30.0,"('2,500 ground floor retail with 1,500 SF office loft on second floor. Curb cut with rolling gate.', '.')",40.794089,-73.942117,New York,10029
493,"309 E 94th Street, New York, NY 10128",12000,65.0,"(""Ground Floor space available below 96th St in the Manhattan Core. 20' ceilings. \n\nFormer dialysis unit. \n\n5 year lease with option to renew with demolition clause."", '.')",40.7827368,-73.9470121,New York,10128
494,"430 E 75th Street, New York, NY 10021",1600,125.0,"('Ground floor retail.', '.')",40.769064,-73.9534816,New York,10021
495,"2340 5th Avenue, New York, NY 10037",520000,49.0,"(""Build to Suit Commercial Development in Harlem. \n\nCommunity Facility Uses: Education, Medical, and Student Dormitory, with Retail or Commercial component. \n\n400' x 200' (80,000 SF), full city block in Harlem. \n\n2 floors of commercial with student dormitory tower. \n\nApproximate 24 month project horizon. \n\nLandlord will deliver Core &amp; Shell or to Tenant's specifications. \n\nPotential for 80,000 SF underground parking garage."", '.')",40.816982,-73.9349529,New York,10037
496,"1410 Bedford Avenue, Brooklyn, NY 11216",130000,49.0,"(""Build to Suit Commercial Development in Crown Heights Brooklyn. \n\nCommunity Facility Uses: Education, Medical, and Student Dormitory, with Retail or Commercial component. \n\n27,500 SF of ground. \n\nApproximate 24 month project horizon. \n\nLandlord will deliver Core &amp; Shell or to Tenant's specifications."", '.')",40.674781,-73.954258,Brooklyn,11216
497,"108 Bushwick Avenue, Brooklyn, NY 11206",400,75.0,"('Storefront in place, electric roll down gate, security cameras in place, renovated, recessed lighting.', '.')",40.71157,-73.940794,Brooklyn,11206
498,"1081 Flushing Avenue, Brooklyn, NY 11237",8600,56.0,"(""Prime retail location available for lease on corner of very busy area.  Two levels - 8,600 sq.ft. (4,300 sq.ft. each level).  Gas heat, sprinklered. Join Dunkin' Donuts and Popeyes.  Great location for retail, restaurant, bar."", '.')",40.7047832,-73.9291619,Brooklyn,11237
499,"21 Grattan Street, Brooklyn, NY 11206",3800,45.0,"('A unique space for lease.  A two-story building of approximately 2,875 sq.ft. on the ground floor and 925 sq.ft. on the second floor.  Drive-in, gas heat.  Great location for retail, restaurant.', '.')",40.7057977,-73.9323606,Brooklyn,11206
500,"1923 Wantagh Avenue, Wantagh, NY 11793",1300,38.08,"('+/-1,300 SF with Basement located on Wantagh Avenue, just north of Sunrise Highway in Wantagh.  Walking distance to the LIRR.  Ample onsite and municipal parking.  Average Daily Traffic of 22,000 vehicles.  All uses considered.  Call for details.    \n\nCo-tenants include: AT&amp;T, Wantagh Liquors, Oregeno Joe Italian Restaurant, Personal Training, Nail Garden, Brazilian Jiu Jitsu, Showa Hibachi, CPA office.', '.')",40.6740029,-73.5095634,Wantagh,11793
501,"2020 Lakeville Road, New Hyde Park, NY 11040",3350,32.0,"(""+/- 3,350 SF end cap unit available on Lakeville Road, just off the corner of Union Turnpike.  Currently occupied by a Bank (no Drive-Thru).  Close proximity to LIJ Hospital and Parkways.  All Uses Considered. \n\nCo-Tenants with Dunkin' Donuts/Baskin Robbins, Vitamin World, Foodtown, Dry Cleaners, Deli, Nail Salon, Pizzeria, Hair Salon."", '.')",40.7518623,-73.7004252,New Hyde Park,11040
502,"617 Merrick Avenue, East Meadow, NY 11554",900,40.0,"('\xc2\xb1900 SF unit available at the busy intersection of\nMerrick Ave &amp; Bellmore Ave. Located centrally\nbetween Southern State Parkway and Hempstead\nTurnpike. Diverse tenant mix. ADT of 27,000\nvehicles. Ample parking. Call for details', 's')",40.7065515,-73.5697986,East Meadow,11554
503,"7 Stevens Avenue, Mount Vernon, NY 10550",900,22.67,"(""This property is a land mark of Mount Vernon's down town business district. The building has been fully upgraded with new elevators, fully sprinkled, new fire alarm, and new security cameras. This property also features an Anchor Tenant (McDonalds). As this building being one of the largest commercial office/retail buildings in the area its definitely suited for major foot/car traffic."", '.')",40.9122412,-73.8376956,Mount Vernon,10550
504,"16 W 1st Street, Mount Vernon, NY 10550",1600,22.13,"(""This property was Built back in 1895 with beautiful architectural features. This property has A1 Security System, Remote Control Roll Down Gate, Beautiful Glass Displays near of the store, HVAC system where the Heat is included in the rent. Tenant pays electric, Heat and Hot Water is included (if business requires heavy use of Water and Hot water, then tenant must install their own hot water tank. Interior basement is also feature in this space. There is also a separate direct gas meter for this store if it is so needed for your business. Store features beautiful wood work from the 1950's (duplicate this wood work now would be $20,000-$30,000 Dollars."", '.')",40.91143,-73.8377469,Mount Vernon,10550
505,"3201 Southwestern Boulevard, Orchard Park, NY 14127",2170,20.0,"('Large regional shopping center.  Many of the tenants within the center have their highest sales volume for metro buffalo.', '.')",42.7957818,-78.7475197,Orchard Park,14127
506,"3825 Union Road, Cheektowaga, NY 14225",7383,8.0,"('Large regional shopping center that is anchored by Tops Grocery Store.  Great visibility and access from Union Road.  One of the best shopping centers in the area.', '.')",42.9186329,-78.7541418,Cheektowaga,14225
507,"115 Temple Hill Road, New Windsor, NY 12553",5400,14.0,"(""Located in the Price Chopper Plaza. Other tenants include: Price Chopper, Advance Auto, Dollar Tree, Brett's True Value, Play It Again Sports, Radio Shack, Chinese Restaurant, Hair Salon, First Niagara Bank"", 'k')",41.4550453,-74.0579917,New Windsor,12553
508,"832 Coney Island Avenue, Brooklyn, NY 11218",4200,18.57,"('- Commercial on the first floor and basement, 2 bedroom on 3rd floor. Perfect for business owner who wants to be close by to his business!\n- Hardwood floors throughout the apartment\n-Terrace leads out from the master bedroom\n- Apartment bathroom has jacuzzi\n- You pay for your own heat, hot water and electric\n- Ground floor is 1400 square feet with a small office in rear and leads out to 400 square foot outdoor private yard. \n-Basement has a bathroom, steam room, laundry room, and jacuzzi with access to the private yard.\n** Nice windows, very sunny and bright!**', '*')",40.6371259,-73.9684472,Brooklyn,11218
509,"139 N Central Avenue, Valley Stream, NY 11580",1030,22.72,"('Newly renovated class A office building with state of the art technology and versatility for any type of business.   Office Range anywhere from 390SF to 4000sf. Can partition space to accommodate special use.  Easy access to major highway and LIRR to Manhattan.  Please call to set up the appointment to show the property.', '.')",40.6713745,-73.708451,Valley Stream,11580
510,"3702 Main Street, Flushing, NY 11354",16000,200.0,"('This Property is located on the Corner of Main Street and 37th Ave in the heart of the Flushing Retail Market.', '.')",,,Flushing,11354
511,"366 Union Avenue, Brooklyn, NY 11211",1100,65.45,"('This is a key money sale of an existing restaurant with venting and a huge backyard space!\n1000 SF interior\n1200 SF backyard space \n900 SF basement\n\n10 years total on lease!\n5 years left on lease at $6000/month\n5 year option to renew negotiable\n\nLooking for a turn key operator to take advantage of a profitable business and make instant profit income!', '!')",40.7113966,-73.9510279,Brooklyn,11211
512,"550 Seneca Street, Buffalo, NY 14204",7200,13.0,"('Space Size:\t7000 sq. ft. \n\nFeatures:\n\xc2\xa7\xc3\xb0\tSoon to be renovated, first floor corner space in a multi-story industrial building which is undergoing a complete conversion into 41 loft apts.\n\xc2\xa7\xc3\xb0\tCurrently brick floor (can be changed if desired)\n\xc2\xa7\xc3\xb0\tOwner will deliver space with new canopy covered entrance, bathrooms, HVAC, drywall and ceiling\n\xc2\xa7\xc3\xb0\t232 new loft apartments are under construction within 100 yards of this location along with many new offices\n\xc2\xa7\xc3\xb0\t7 car off street parking with indoor parking available\n\xc2\xa7\xc3\xb0\tHigh ceilings', 's')",42.877393,-78.855537,Buffalo,14204
513,"1256 Hertel Avenue, Buffalo, NY 14216",3200,14.0,"('North Buffalo Retail/Restaurant Corner Location in Solid Neighborhood\n\nStore Size: 3200 sq. ft. \n\nFeature:\n"" \tAt Traffic Signal\n"" \tDensely Populated Neighborhood\n"" \tOwner Will Remodel to Suit\n"" \tLots of Windows\n"" \t8\'  Overhead Door For Deliveries', 's')",42.948022,-78.861611,Buffalo,14216
514,"1239 University Avenue, Rochester, NY 14607",17004,12.0,"('This two-story, 17,004 sq. ft. building can be built-out to your specifications in up to four suite configurations. \n\nPresently, the building is industrial-looking with original 1889 wood timbers, hand-forged steel railings, 14-foot exposed ceilings, and rustic, hand-rubbed wood, tile mosaic, and burnt-concrete floors.\n\nLarge, energy-efficient windows bathe the space in light and take the burden off of the new electrical and HVAC systems. ADA-compliant restrooms boast granite countertops, low-flow water systems, new plumbing lines, and motion sensor lights and hand dryers.\n\nThe receiving entrance has two 10 ft. x 14 ft. doors, a freight elevator, and access to a serene courtyard that could be used for dining, entertainment or instructional space. This would be an ideal space for a restaurant, retail, medical, professional, or open loft work space.\n \nThe developer is looking forward to assisting you with all of your creative design, planning and construction needs.', '.')",43.15088,-77.569512,Rochester,14607
515,"188 N Main Street, Holland, NY 14080",7000,5.14,"(""An Auto Dealership facility suitable for Retail. Highly visible location on a high traffic thoroughfare in an outlying suburb of Buffalo NY\n\nLot Size:\t\t1.7 Acres\nBuilding Size:\t\t7000 Sq. Ft.\nTraffic Count:\t\t11,000 Vehicles Per Day\n\nFeatures:\nMany recent improvements including:\nv\xc3\xb0\tAll new paving\nv\xc3\xb0\tNew HVAC\nv\xc3\xb0\tNew exterior finishes\nv\xc3\xb0\tNew metal roof\nv\xc3\xb0\tRefurbished Showroom and shop area\nv\xc3\xb0\tNew pylon light standards\nv\xc3\xb0\tFive 10'  overhead doors\nv\xc3\xb0\t12'  ceilings\nv\xc3\xb0\tFive above ground lifts\nv\xc3\xb0\tEnvironmentally clean\nv\xc3\xb0\tLarge illuminated pole sign"", 'n')",42.644182,-78.548193,Holland,14080
516,"453 Us 9, Fishkill, NY 12524",100000,16.0,"(""BIG BOX/ FORMER DEPARTMENT STORE AVAILABLE FOR LEASE, 20' SLAB TO SLAB CEILING HEIGHTS, BRAND NEW ROOF AND 500+ SPOTS PARKING"", 'G')",41.518234,-73.892542,Fishkill,12524
517,"225 Route 82, Fishkill, NY 12524",1100,16.36,"('One and part two story retail/apartment building. Join a\nBrick Oven Pizza, Hair Salon, Custom Embroidery and Taconic Signs', 's')",41.5561675,-73.8546279,Fishkill,12524
518,"17926 Jamaica Avenue, Jamaica, NY 11432",5400,30.0,"('Laundromat facility located on the same parcel as a class A self storage facility. Building was recently refaced with brick to increase curb appeal.', '.')",40.7080265,-73.7813356,Jamaica,11432
519,"60 Broadway, New York, NY 10005",2750,25.0,"('Amazing Corner building in the Williamsburg\n\nEasy Access to the L, J &amp; M Subway lines\n\nCentrally Located', 'd')",40.7068077,-74.0124647,New York,10005
520,"1192 Route 9w, Marlboro, NY 12542",4100,14.0,"('Generous parking, walk-in cooler. Looks great, built in 1997. Co-tenants: CVS, Dollar General, Sawyer Savings Bank. High Visibility, Traffic count 15,746 AADT.', '.')",41.5996612,-73.9732454,Marlboro,12542
521,"17 Clinton Street, Gouverneur, NY 13642",1000,6.77,"('Co-Tenant is Rent-A-Center - downtown location public parking', 'g')",44.335675,-75.470026,Gouverneur,13642
522,"63 Market Street, Potsdam, NY 13676",1365,8.21,"('Aubuchon Village is a multi-tenant retail plaza in the heart of Potsdam, NY.  This mixed-use office and retail property offers abundant parking, a strong tenant mix and good quality, functional office and commercial space.\n\nUnit 109 is an internally accessed office space, with 3 private offices, an open ""bullpen"" style office area and kitchenette and private bath.\n\nUnit 106 is located at the rear of the building off the main parking lot, and enjoys excellent access.  This space measures 731 square feet, and is perfect for a retail, office or any commercial user.', '.')",44.6709249,-74.98769,Potsdam,13676
523,"47 Overocker Road, Poughkeepsie, NY 12603",9800,8.0,"(""Retail / Warehouse\nFree Standing Building\n\nSquare Footage:\n9,800 +/- SF - Retail/Shop\n5,000 +/- SF - Warehouse\n14,800 +/- SF - Total, To Be Confirmed\n\nRetail/Shop:\nCustomer Service / Reception Area\nPrivate Offices\nLavatory\nBreak Room\nDisplay Area\n\nWarehouse:\n16' Clear Ceiling Height\n1 Overhead Door (10'x14')\n2 Overhead Loading Docks\nShelving &amp; Mezzanine Areas for Storage"", 'e')",41.6944222,-73.8852839,Poughkeepsie,12603
524,"483 Freedom Plains Road, Poughkeepsie, NY 12603",10000,12.0,"('For Lease\nCommercial / Industrial / Retail\nNYS Route 55 near Taconic State Parkway', 'y')",41.6806998,-73.8547459,Poughkeepsie,12603
525,"1224 Avenue J, Brooklyn, NY 11230",3300,90.0,"('Fully renovated prime retail corner', 'r')",40.6247115,-73.9633904,Brooklyn,11230
526,"218 E 14th Street, New York, NY 10003",3500,105.0,"('3,500 sf street level retail space plus 1,400 sf cellar.', '.')",40.7326877,-73.9865205,New York,10003
527,"43 Macdougal Street, New York, NY 10012",3200,105.0,"('A truly unique retail space at the corner of Macdougal and King streets in a new newly restored historical building. The first floor is 1300sf and ideal for a restaurant space, plus 1900sf cellar ideal for a wine/piano bar, plus basement.', '.')",40.7277282,-74.0026447,New York,10012
528,"597 Central Park Avenue, Yonkers, NY 10704",5500,12.0,"('Basement', 't')",40.9226027,-73.8618937,Yonkers,10704
529,"2148 2150 Third Avenue, New York, NY 10035",1600,45.0,"(""Currently a 2 Story Commercial Building currently Occupied by Sleepys and a Woman's Boutique\n\nLandlord will accept all DRY USES\n\nCO allows for Retail, Office, Community Facility"", 'y')",40.79901,-73.939663,New York,10035
530,"1186 Willis Avenue, Albertson, NY 11507",1150,33.91,"('retail strip on Willis Ave Albertson next to UPS store', 'e')",40.7746419,-73.649719,Albertson,11507
531,"332 Fulton Street, Farmingdale, NY 11735",2400,35.0,"(""friendly's fast food facility 2400 SQFT of building and 32,000 SQFT of land. Can also be read doveloped."", '.')",40.730009,-73.454057,Farmingdale,11735
532,"403 Broome Street, New York, NY 10013",400,375.0,"(""Dedicated double door entrance, 15' of frontage, 12'  ceiling height, hardwood floors, bright space. Immediate neighbors include Clic Gallery, Calypso Home, Aero, Nanette Lepore, Kate' s Paperie, La Esquina, Madewell, bebe, etc . Do not make inquiries inside store, showing by appointment only."", '.')",40.7207678,-73.9980946,New York,10013
533,"484 Broome Street, New York, NY 10013",1500,220.0,"(""1,500 SF Ground Floor\n1,000 SF Storage Basement\n2 Oversized Display Windows\nLarge Flag or Blade Sign Available\n12-14'  Ground Ceiling Height\nFlexible Term / Pop-up Ready / Immediate Possession\nBathroom in unit.  Tenant controlled AC."", '.')",40.723207,-74.002265,New York,10013
534,"1028 Rt 17, Southfields, NY 10975",4950,12.0,"('Excellent location on Route 17 North, opposite Orange Turnpike, first multi-use building proposed in years, fully approved and ready to break ground. Be first to participate in this growing location with highway frontage, perfect for medical urgent care, professional office space, other franchises looking to capture heavy trafficked, commuter location. Opportunity to adjust space to accommodate your needs, 4950 sf on the main retail level, and 4950 sf flexible office spaces on the 2nd floor. Additional storage for rent on lower level at $5/SF. Retail proposed at $18/SF; office at $12/SF. Call for complete package. NNN charges to be determined upon receiving proposed assessment and maintenance charges on the building. Ample on site parking.', '.')",41.244473,-74.1759144,Southfields,10975
535,"238 Route 32, Central Valley, NY 10917",5500,18.55,"('Fantastic Opportunity to grow / expand your existing business or start a new one with this fully-equipped, turnkey auto-body facility that has operated in same location for years. The location has recently been totally renovated with exterior and interior improvements. The Cross Draft Blow Therm Paint Booth has 2 entrances for easy drive-thru, plus additional garage for prep and general repair work. The space sits along side an existing, full-service auto repair shop and would make for great synergistic potential. Additional storage on side and rear of building, and easy access to all major highways. Several offices included for parts/service/intake and most equipment will be in-tact for new tenant. Potential for more business from towing and impounds. Located within 1/4 mile of Woodbury Commons.', '.')",41.3296134,-74.1213242,Central Valley,10917
536,"375 5th Avenue, Brooklyn, NY 11215",1200,79.95,"('James Monteleone, All Points Real Estate, is pleased to present this wonderful retail space on 5th Ave, in the heart of Park Slope.  The space, formerly a favorite and popular bar among locals, would be perfect for any retail including restaurant, or food related business.  It is a two level space with a mezzanine area as well which can fit a few tables.  There is also a back yard space.', '.')",40.6710354,-73.9844118,Brooklyn,11215
537,"33 Chestnut, Cold Spring, NY 10516",2000,36.0,"('SELLER FINANCING NOW Available!! Great Opportunity!\nProfitable  Branded Gas Station with Convenient Store share space with Dunkin Donuts, can be included with additional charge\nNet income $150,000 plus yearly\nMonthly rent $6000. Lease 10 year contract.\nNo oil school needed, the location comes with full fuel supply.\nGas Sale 80,000 to 100,000 gallons,\nStore sale 60,000 in gross', 's')",41.4180312,-73.9516846,Cold Spring,10516
538,"2882 2904 Long Beach Road, Oceanside, NY 11572",1550,29.42,"('**Shopping Center Location**  Formerly *Pm Boutique*\nHi End Evening Wear, Make Up + Accessories Corner Store Front With A 30 Yr Following....\nPerfect For Any Retail Business-Medical Professional-Restaurant In The Heart Of Oceanside', 'e')",40.6404155,-73.6400646,Oceanside,11572
539,"39 Eastern Boulevard, Canandaigua, NY 14424",15000,11.0,"('Phenomenal center in excellent condition with great visibility from both directions on Eastern Blvd.(Routes 5 &amp; 20), the primary retail thoroughfare for Canandaigua. Complete facade renovation completed in 2014.  End -cap and Free standing pad also available', 'e')",42.877121,-77.265677,Canandaigua,14424
540,"135 W Main Street, Honeoye Falls, NY 14472",7500,17.0,"('Village Square is a new mixed use development in the heart of Honeoye Falls, New York The first building is an Eastman Savings and Loan. Construction has been completed on a 7500 SF Retail building which can be subdivided.  The center is located directly across from the only super market in town.\nHoneoye Falls is the third wealthiest zip code in the county.  Retail space available up to 50,000 SF. Approvals are in place for up to 750,000 SF of Industrial or Office space.', '.')",42.9498424,-77.6019232,Honeoye Falls,14472
541,"2536 State Route 332, Canandaigua, NY 14424",8830,15.0,"(""Proposed new 8,830 SF Retail Center on Route 332 (Rochester Road) including an approved drive thru in the heart of the Finger Lakes Region. Retailers that have recently developed new locations nearby include: Tops Friendly Markets, Rite Aid, Tim Horton's and Tom Wahl's."", '.')",42.9081781,-77.2970277,Canandaigua,14424
542,"300 State Street, Rochester, NY 14614",9000,18.0,"(""This building was built in the late 1800's for the Rochester Button Factory and has been completely renovated The available spaces have exposed brick and wood beam ceilings throughout!  Breathtaking views of Frontier Field. Space can be divided suit."", '.')",43.1606314,-77.6176174,Rochester,14614
543,"1279 Chili Avenue, Rochester, NY 14624",3632,14.0,"('3,632 s/f free standing building adjacent to Chili Hinchey Plaza which is anchored by Dollar General &amp; Rainbow Fashions.  1,816 s/f is ideal for retail or office.  Property also has an additional 1,816 s/f lower level.', '.')",43.1384046,-77.6695472,Rochester,14624
544,"2140 Walworth penfield Road, Walworth, NY 14568",5100,15.0,"('Recently constructed 50,000 square foot center anchored by Tops Supermarket with 6,500 square feet of shop space.  5,100 s/f remains available which can be subdivided along with 2 pad sites.', '.')",43.13803,-77.27799,Walworth,14568
545,"1006 Lyell Avenue, Rochester, NY 14606",4277,5.89,"('This space was formerly occupied by Rent A Center.      The available space consists of 3,527 s/f of retail/office space, 750 s/f attached garage/storage and a +/- 3,000 s/f lower level', 'l')",43.1648349,-77.6512946,Rochester,14606
546,"14 S Station Plaza, Great Neck, NY 11021",1400,38.57,"('Fully Remodel, Corner property across from LIRR station and bus station.Brand new Caffe Bene  next door. On the main Road of Great Neck . Lot of foot and car traffic. Only one  Store available from 1400 SQ FT. with full basement. Currently being used as as a fitness center', 'r')",40.7870283,-73.7258725,Great Neck,11021
547,"51 Middle Neck Road, Great Neck, NY 11021",4000,41.55,"('REDUCED,Next To Citibank Building,3400 Sq Ft , Two Story Elevator Building with basement . 1700 Sq Ft On Each Floor. 45 Ft. Frontage On Middle Neck Rd. Located In The Heart Of Great Neck Village, Lots Of Foot Traffic. Good For Any Kind Of Business. Close To LIRR Train Station And Municipal Parking', 'g')",40.7880648,-73.728713,Great Neck,11021
548,"31 Middle Neck Road, Great Neck, NY 11021",1200,45.0,"('1200 SQ FT fully finished store with full basement. Great Location for any kind of business. Close to LIRR station and in heart of Downtown of the village . Lots of foot and car traffic\nThe lease can be one year or longer.', '.')",40.787671,-73.728003,Great Neck,11021
549,"25 Middle Neck Road, Great Neck, NY 11021",3800,44.21,"('This Is A Fully Equipped Restaurant ,3000 Sq Ft W/100 Sitting Area, Street Level With 5000 Sq Ft Of Kitchen Area /Full Working Bar Space And Private Party Room It Includes All Fixtures And Appliances, Including Vented Hood And Full Working Basement With Walk-In Boxes And Prep Area.Lots Of Details And Decors, Spacious Back Yard, And Central Air. Key Money Is Negotiable .', '.')",40.7875452,-73.7278622,Great Neck,11021
