|title|blurb|category|location|goal_USD|pledged_USD|percent_received|pledged_USD|num_backers|num_backers_tier|pledge_tier|url|exchange_rate|goal_level|goal_level_num|pledge_level|pledge_level_num|creator|creator_names|country|start|end|days
2169|3Dsimo mini - Make your vision come true|It’s a 3D printing pen, precision solder, burner and cutter all in one!Our vision is to change the way you think about tools.|Gadgets|San Francisco, CA|35000.0|229958.0|657.022857143|229958.0|1822|[53, 148, 850, 109, 199, 247, 99, 63, 10, 28, 1]|[1.0, 79.0, 89.0, 99.0, 135.0, 149.0, 159.0, 169.0, 269.0, 289.0, 1399.0]|/projects/3dsimo-mini/3dsimo-mini-make-your-vision-come-true|1.0|high|2|low|0|3dsimo-mini|3Dsimo|USA|2015-08-28|2015-10-12|45
2170|Jewelbots: Friendship Bracelets That Teach Girls To Code|Jewelbots are programmable friendship bracelets that teach girls the basics of coding. An open-source wearable for teens!|Wearables|New York, NY|30000.0|166945.0|556.483333333|166945.0|1820|[246, 30, 50, 30, 259, 39, 50, 776, 20, 5, 60, 20, 111, 13, 1, 0]|[3.0, 29.0, 39.0, 59.0, 59.0, 59.0, 72.0, 89.0, 99.0, 115.0, 119.0, 155.0, 225.0, 500.0, 1000.0, 5000.0]|/projects/1345510482/jewelbots-friendship-bracelets-that-teach-girls-to|1.0|high|2|low|0|1345510482|Jewelbots|USA|2015-07-08|2015-08-07|30
2171|AQUABOT: Stop Sucking, Start Spraying!|Turns your water bottle into a super soaker with shower, mist and stream settings. Great for camping, picnics, tailgating, backpacking, pets and more.|Product Design|San Diego, CA|15000.0|71668.0|477.786666667|71668.0|1819|[13, 734, 287, 39, 242, 170, 163, 71, 29, 8, 27, 8, 4, 4, 9]|[2.0, 18.0, 18.0, 22.0, 30.0, 38.0, 65.0, 70.0, 90.0, 95.0, 140.0, 160.0, 175.0, 175.0, 275.0]|/projects/247692762/aquabot|1.0|medium|1|low|0|247692762|Lunatec|USA|2014-07-14|2014-08-27|43
2172|ZX Spectrum: a visual compendium by BITMAP BOOKS|A book that celebrates the beauty of the ZX Spectrum. Full of pixel art, iconic box art and contributions from industry legends|Video Games|Bath, UK|25000.0|88968.75|355.875|88968.75|1818|[9, 43, 721, 712, 24, 42, 44, 15, 50, 18, 15, 15, 20, 25, 10, 41, 8]|[8.0, 16.0, 39.0, 55.0, 55.0, 63.0, 63.0, 63.0, 79.0, 79.0, 79.0, 79.0, 79.0, 79.0, 87.0, 94.0, 236.0]|/projects/2146199819/zx-spectrum-a-visual-compendium-by-bitmap-books|1.25|high|2|low|0|2146199819|Sam Dyer|USA|2015-05-15|2015-06-14|30
2173|Tribesports: Revolutionizing the sportswear industry|The world's first community-powered sportswear range, bringing you premium quality at up to 40% cheaper than leading sports brands.|Fashion|London, UK|37500.0|149322.5|398.193333333|149322.5|1818|[27, 324, 158, 350, 45, 250, 19, 170, 198, 187, 62, 1, 2, 0, 1]|[9.0, 25.0, 38.0, 49.0, 61.0, 100.0, 107.0, 115.0, 149.0, 177.0, 246.0, 499.0, 998.0, 4990.0, 7246.0]|/projects/1478963130/tribesports-revolutionizing-the-sportswear-industr|1.25|high|2|low|0|1478963130|Tribesports|USA|2013-08-07|2013-09-06|30
2174|Cinefex Classic Collection for iPad|Carry the entire history of modern visual effects with you on your iPad.|Periodicals|San Francisco, CA|217500.0|297107.0|136.60091954|297107.0|1817|[37, 473, 30, 86, 6, 91, 18, 137, 250, 500, 81, 33, 3, 5]|[1.0, 20.0, 25.0, 35.0, 40.0, 50.0, 60.0, 100.0, 250.0, 285.0, 315.0, 500.0, 1000.0, 1000.0]|/projects/newscribbler/cinefex-classic-collection|1.0|dreaming|3|dreaming|3|newscribbler|New Scribbler Press|USA|2013-07-19|2013-08-16|28
2175|PRO30: Wireless, Compact, High Fidelity, On-Ear Headphones|Successfully funded! If you missed our project here, you can still get our reward packages at great prices!|Gadgets|San Diego, CA|125000.0|402413.0|321.9304|402413.0|1817|[48, 7, 18, 13, 59, 30, 437, 9, 449, 48, 295, 277, 19, 61, 27, 0]|[1.0, 29.0, 59.0, 69.0, 99.0, 158.0, 159.0, 179.0, 179.0, 199.0, 199.0, 229.0, 269.0, 369.0, 499.0, 1499.0]|/projects/munitio/pro30-wireless-compact-high-fidelity-on-ear-headph|1.0|dreaming|3|high|2|munitio|MUNITIO|USA|2015-02-23|2015-03-29|33
2176|Sensu Brush: A True Painting Experience on Your iPad|Sensu Brush delivers an authentic painting experience on your iPad. It's truly portable and includes a useful rubber stylus tip.|Product Design|Chicago, IL|7500.0|65823.0|877.64|65823.0|1816|[16, 1397, 275, 35, 52, 19, 13, 4]|[1.0, 25.0, 50.0, 75.0, 100.0, 125.0, 225.0, 300.0]|/projects/797362124/sensu-brush-a-true-painting-experience-on-your-ipa|1.0|medium|1|low|0|797362124|Artist Hardware|USA|2011-09-21|2011-10-21|30
2177|DYSCOURSE: Survivors, Choose Wisely.|An interactive choose-your-own adventure where you journey through a stylized world of choice and consequence. Choose Wisely!|Video Games|Boston, MA|40000.0|44134.0|110.335|44134.0|1816|[98, 300, 705, 330, 103, 133, 41, 15, 30, 23, 12, 4, 4, 0, 0, 0, 0]|[1.0, 15.0, 15.0, 20.0, 30.0, 30.0, 65.0, 85.0, 100.0, 115.0, 150.0, 175.0, 300.0, 350.0, 500.0, 1000.0, 10000.0]|/projects/owlchemylabs/dyscourse-survivors-choose-wisely|1.0|high|2|low|0|owlchemylabs|Owlchemy Labs|USA|2013-11-06|2013-12-06|30
2178|Lovecraft: The Blasphemously Large First Issue|A 64-page limited edition comic that recasts H.P. Lovecraft as a  modern-day, kick-ass action hero & alchemist.|Comics|Brooklyn, NY|10000.0|54467.0|544.67|54467.0|1816|[27, 283, 566, 432, 25, 436, 3, 4, 0, 2, 4, 1, 4, 1, 1, 2]|[5.0, 10.0, 15.0, 25.0, 35.0, 40.0, 125.0, 150.0, 250.0, 250.0, 250.0, 300.0, 350.0, 350.0, 400.0, 650.0]|/projects/4480776/lovecraft-the-blasphemously-large-first-issue|1.0|medium|1|low|0|4480776|Craig Engler|USA|2014-10-28|2014-11-25|28
2179|One Fast Cat - Exercise Wheel|House cats possess a natural hunting instinct, and this product helps them expend that pent up energy. It's an exercise wheel for cats!|Product Design|Camarillo, CA|10000.0|344911.0|3449.11|344911.0|1816|[71, 137, 25, 812, 596, 6, 20, 99, 24]|[1.0, 1.0, 175.0, 199.0, 199.0, 286.0, 350.0, 375.0, 549.0]|/projects/620439316/one-fast-cat-exercise-wheel|1.0|medium|1|low|0|620439316|Sean Farley|USA|2014-07-08|2014-08-07|30
2180|Urbanized: A Documentary Film|"Help finish the new design documentary from the director of ""Helvetica"" and ""Objectified""."|Documentary|Brooklyn, NY|85000.0|118505.0|139.417647059|118505.0|1814|[764, 211, 147, 41, 313, 219, 54, 10, 4, 6, 5, 0, 1]|[10.0, 35.0, 50.0, 50.0, 100.0, 125.0, 150.0, 400.0, 500.0, 525.0, 2000.0, 2000.0, 5000.0]|/projects/1019019367/urbanized-a-documentary-film-by-gary-hustwit|1.0|dreaming|3|high|2|1019019367|Gary Hustwit|USA|2011-02-21|2011-03-23|30
2181|The Airhook: Give Your Airline Seat A Comfort Upgrade|Legroom-Saving Airline Travel Accessory That Holds Your Beverage &  Electronics Device - Say Goodbye To Your Tray Table!|Product Design|Seattle, WA|15000.0|72467.0|483.113333333|72467.0|1813|[7, 75, 100, 738, 75, 100, 499, 50, 50, 85, 20, 6, 0, 0]|[2.0, 15.0, 17.0, 20.0, 28.0, 33.0, 38.0, 54.0, 62.0, 70.0, 150.0, 170.0, 2000.0, 5000.0]|/projects/68422748/the-airhook-give-your-airline-seat-a-comfort-upgra|1.0|medium|1|low|0|68422748|Craig Rabin|USA|2015-06-11|2015-07-26|45
2182|DropShades\u2122: Sound Reactive Technology|DropShades™: The Party Accessory of the Future.|Hardware|Fort Worth, TX|15000.0|78128.0|520.853333333|78128.0|1813|[6, 0, 4, 30, 264, 987, 90, 110, 23, 102, 13, 26, 72, 11, 35, 15, 2, 0]|[5.0, 10.0, 20.0, 25.0, 30.0, 30.0, 30.0, 45.0, 55.0, 60.0, 60.0, 60.0, 90.0, 90.0, 90.0, 100.0, 500.0, 1000.0]|/projects/dropshades/dropshades-sound-reactive-technology|1.0|medium|1|low|0|dropshades|DropShades|USA|2013-05-27|2013-07-01|35
2183|The Grave of Saint Oran: A Neil Gaiman Animation|A short stopmotion animated film of Neil Gaiman's poem 'In Relig Odhrain'.|Animation|New York, NY|45000.0|70053.0|155.673333333|70053.0|1812|[46, 122, 777, 184, 271, 173, 36, 5, 38, 37, 40, 36, 10, 10, 6, 5, 3]|[1.0, 5.0, 10.0, 25.0, 30.0, 35.0, 50.0, 50.0, 75.0, 100.0, 125.0, 200.0, 200.0, 250.0, 450.0, 500.0, 1500.0]|/projects/jimbatt/the-grave-of-saint-oran-a-neil-gaiman-animation|1.0|high|2|medium|1|jimbatt|Jim Batt|USA|2016-04-05|2016-05-05|30
2184|Digger Omnibus|Ursula Vernon's quirky, award-winning, 6-volume graphic novel series about a practical wombat aspires to become a single, epic tome.|Comics|St. Paul, MN|30000.0|142240.0|474.133333333|142240.0|1812|[5, 247, 37, 362, 385, 151, 40, 519, 16, 28, 2, 2, 0, 5, 0, 0, 0]|[5.0, 15.0, 25.0, 45.0, 60.0, 75.0, 80.0, 100.0, 200.0, 250.0, 500.0, 750.0, 750.0, 1000.0, 1000.0, 1000.0, 1500.0]|/projects/sofawolf/digger-omnibus|1.0|high|2|low|0|sofawolf|Sofawolf Press Kickstarter Team|USA|2013-06-10|2013-07-10|30
2185|The Goonies: Adventure Card Game|An officially licensed card game from Albino Dragon, designed by Matt Riddle and Ben Pinchback.|Tabletop Games|Austin, TX|10000.0|58382.0|583.82|58382.0|1811|[73, 1197, 202, 329]|[1.0, 25.0, 35.0, 45.0]|/projects/1460165270/the-goonies-adventure-card-game|1.0|medium|1|low|0|1460165270|Albino Dragon|USA|2016-03-22|2016-04-14|23
2186|Conversations with Coco: TV pilot starring Miss Coco Peru|Drag icon Coco Peru's conversation show with Hollywood stars! Details: idolchat.media|Comedy|West Hollywood, CA|80000.0|105083.0|131.35375|105083.0|1810|[67, 247, 163, 224, 182, 119, 208, 101, 25, 23, 31, 119, 22, 24, 15, 11, 20, 8, 4, 8, 1, 0, 12, 4, 1, 5, 3, 0, 0, 3, 0, 0, 0, 0]|[1.0, 5.0, 10.0, 15.0, 30.0, 40.0, 50.0, 60.0, 75.0, 75.0, 80.0, 100.0, 100.0, 100.0, 100.0, 125.0, 150.0, 200.0, 200.0, 200.0, 300.0, 300.0, 500.0, 500.0, 500.0, 750.0, 1500.0, 2500.0, 2500.0, 2500.0, 5000.0, 7500.0, 9999.0, 10000.0]|/projects/thoughtmoment/conversations-with-coco-tv-pilot-starring-miss-coc|1.0|dreaming|3|medium|1|thoughtmoment|Thought Moment Media|USA|2016-02-16|2016-03-14|27
2187|Smart Cargo for iPad\u2122|On-Board Accessory Storage for iPad - from the creator of the Smarter Stand|Product Design|Los Angeles, CA|10000.0|45629.0|456.29|45629.0|1809|[7, 600, 600, 282, 179, 130]|[3.0, 15.0, 15.0, 20.0, 34.0, 39.0]|/projects/dotan/smart-cargo-for-ipadtm|1.0|medium|1|low|0|dotan|Dotan Saguy|USA|2013-06-10|2013-08-09|60
2188|Lilo: the easy way to grow fresh herbs at home|With Lilo, grow fresh herbs, veggies and flowers at home all year round. Just add water and enjoy!|Technology|Paris, France|54500.0|186712.64|342.592|186712.64|1809|[31, 43, 21, 200, 500, 437, 43, 200, 13, 196, 52, 28, 6, 1]|[1.1, 5.0, 21.0, 54.0, 65.0, 76.0, 109.0, 120.0, 131.0, 142.0, 153.0, 208.0, 549.0, 2746.0]|/projects/pretapousser/lilo-the-easy-way-to-grow-fresh-herbs-at-home|1.09|dreaming|3|medium|1|pretapousser|Prêt à Pousser|France|2015-05-26|2015-06-30|34
2189|Printrbot: Your First 3D Printer|A desktop 3D printer you can build in a couple hours.  Print plastic parts you design or download - even parts for another printer.|Hardware|Lincoln, CA|25000.0|830827.0|3323.308|830827.0|1808|[124, 64, 113, 44, 26, 3, 15, 3, 7, 4, 309, 175, 148, 105, 375, 227, 25, 10]|[1.0, 5.0, 10.0, 25.0, 75.0, 89.0, 199.0, 231.0, 424.0, 469.0, 499.0, 499.0, 544.0, 544.0, 649.0, 694.0, 750.0, 999.0]|/projects/printrbot/printrbot-your-first-3d-printer|1.0|high|2|low|0|printrbot|Brook Drumm|USA|2011-11-17|2011-12-17|30
2190|The Pint - A canteen that converts to a cup.|Our store is now live, go to our site to get your Pint! www.stablegoods.co|Product Design|San Francisco, CA|10000.0|100650.0|1006.5|100650.0|1808|[100, 520, 201, 618, 221, 47, 56, 11, 8, 2]|[22.0, 26.0, 26.0, 45.0, 60.0, 76.0, 110.0, 180.0, 360.0, 1600.0]|/projects/367705503/the-pint-a-canteen-that-converts-to-a-cup|1.0|medium|1|low|0|367705503|Stable Goods|USA|2015-10-20|2015-11-19|30
2191|Harem Protagonist|Fully animated Dating Sim/Visual Novel where you play as the self-aware Protagonist of an Anime-style harem! Seven girls, love and fun!|Video Games|Madrid, Spain|8720.0|68344.09|783.7625|68344.09|1805|[1019, 221, 232, 291, 20, 10, 2, 1]|[16.0, 27.0, 49.0, 77.0, 220.0, 439.0, 549.0, 604.0]|/projects/215870777/harem-protagonist|1.09|medium|1|low|0|215870777|Starbeam|Spain|2016-07-25|2016-08-24|30
2192|Space Race: The Card Game|Amazing illustrations and complex strategic experience in a pocket sized card game.|Tabletop Games|Brno, Czech Republic|24525.0|61712.53|251.631111111|61712.53|1805|[507, 923, 346]|[33.0, 33.0, 36.0]|/projects/2063846379/space-race-the-card-game|1.09|high|2|low|0|2063846379|Jan Soukal|Czech Republic|2016-04-27|2016-05-18|21
2193|Bob Mould: The Walt Disney Concert Hall Film|SEE A LITTLE LIGHT: A Celebration of the Music and Legacy of Bob Mould recorded 11/21/11, available for the first time to the public|Music|San Francisco, CA|95000.0|103172.0|108.602105263|103172.0|1804|[11, 35, 330, 471, 357, 58, 96, 89, 78, 70, 90, 41, 51, 3, 10]|[1.0, 5.0, 10.0, 20.0, 40.0, 50.0, 60.0, 75.0, 75.0, 85.0, 100.0, 140.0, 250.0, 750.0, 1500.0]|/projects/921079765/bob-mould-the-disney-hall-concert-film|1.0|dreaming|3|high|2|921079765|Bob Mould|USA|2012-11-12|2012-12-22|40
2194|ICLOAK \u2122 Stik - Easy, Powerful, Online Privacy for YOU|ICLOAK™ Stik is a portable privacy tool that enables you to browse anonymously and securely on any Windows, Linux or Mac computer.|Gadgets|Orlando, FL|75000.0|100603.0|134.137333333|100603.0|1804|[8, 8, 10, 400, 718, 140, 37, 300, 71, 71, 9, 1, 6, 5, 0, 0]|[5.0, 10.0, 20.0, 25.0, 35.0, 50.0, 70.0, 75.0, 100.0, 150.0, 250.0, 500.0, 500.0, 1000.0, 5000.0, 10000.0]|/projects/icloak/icloak-tm-stik-easy-powerful-online-privacy-for-yo|1.0|dreaming|3|medium|1|icloak|DigiThinkIT, Inc.|USA|2014-06-25|2014-07-25|30
2195|CRISIS - dieselpunk & worker placement for serious gamers|A gritty, dystopian economic game set in a nation on the brink of ruin. Tough decisions & premium components in a dieselpunk setting.|Tabletop Games|Turku, Finland|20000.0|106114.0|530.57|106114.0|1802|[52, 327, 699, 663, 9]|[39.0, 49.0, 54.0, 59.0, 64.0]|/projects/ludicreations/crisis|1.0|high|2|low|0|ludicreations|LudiCreations|Finland|2016-07-07|2016-08-30|54
2196|The Lomography New Petzval 58 Bokeh Control Art Lens|Swirl to Freedom with the World’s First Petzval Bokeh Control Lens.|Product Design|New York, NY|100000.0|966312.0|966.312|966312.0|1801|[45, 47, 100, 300, 150, 80, 349, 119, 168, 95, 75, 59, 30, 66, 26, 0, 11, 0, 4, 11, 3, 1, 3, 0, 1, 4, 4, 0, 0, 0, 1, 0, 0, 0]|[3.0, 15.0, 375.0, 450.0, 450.0, 500.0, 525.0, 525.0, 575.0, 575.0, 625.0, 625.0, 675.0, 945.0, 1015.0, 1025.0, 1050.0, 1075.0, 1100.0, 1100.0, 1150.0, 1150.0, 1200.0, 1250.0, 1650.0, 1700.0, 1750.0, 1800.0, 2000.0, 2000.0, 3000.0, 3000.0, 5000.0, 5000.0]|/projects/lomography/the-lomography-new-petzval-58-bokeh-control-art-le|1.0|dreaming|3|high|2|lomography|Lomography|USA|2015-05-28|2015-06-26|29
2197|Project #1|Bringing innovative, groundbreaking film-making and journalism to the public, with brutal, no-holds-barred honesty.|Documentary|West Midlands, UK|12500.0|40825.0|326.6|40825.0|1798|[224, 396, 297, 272, 198, 51, 13, 2, 1, 1]|[1.62, 8.0, 16.0, 24.0, 49.0, 81.0, 162.0, 1624.0, 2437.0, 8122.0]|/projects/stinsonhunter/project-1|1.25|medium|1|low|0|stinsonhunter|Stinson Hunter|USA|2014-10-01|2014-10-21|20
2198|LUNATIK Epik for Apple Watch|Transform your Apple Watch (42mm) into a ruggedly refined wearable companion.|Product Design|Chicago, IL|100000.0|242176.0|242.176|242176.0|1796|[186, 266, 25, 24, 356, 496, 29, 195, 61, 113]|[100.0, 100.0, 125.0, 125.0, 125.0, 125.0, 150.0, 150.0, 175.0, 250.0]|/projects/1104350651/lunatik-epik-for-apple-watch|1.0|dreaming|3|high|2|1104350651|Scott Wilson + MINIMAL|USA|2015-05-12|2015-06-15|34
2199|Deception: Murder in Hong Kong|A social game of deduction and deception. Who among you can see through the lies? Who is capable of getting away with murder?|Tabletop Games|Maitland, FL|20000.0|65777.0|328.885|65777.0|1796|[15, 1720, 37, 16]|[2.0, 30.0, 84.0, 120.0]|/projects/152730994/deception-murder-in-hong-kong|1.0|high|2|low|0|152730994|Grey Fox Games|USA|2015-06-23|2015-07-20|27
2200|Norbert & Lil BUB Picture Book|An exquisite, magical picture book starring Norbert and Lil BUB...with a grand purpose and a surprise ending!|Children's Books|Carver, MA|30000.0|102162.0|340.54|102162.0|1795|[52, 1059, 121, 239, 60, 99, 45, 43, 26, 10, 2, 5, 5, 0, 1]|[5.0, 25.0, 50.0, 50.0, 65.0, 75.0, 100.0, 150.0, 250.0, 350.0, 500.0, 1000.0, 1000.0, 2500.0, 10000.0]|/projects/pollyparkerpress/norbert-and-lil-bub-picture-book|1.0|high|2|low|0|pollyparkerpress|Polly Parker Press|USA|2015-04-13|2015-05-13|30
2201|Forge War: Euro-inspired blacksmithing and dungeoneering|Gather metals, buy blacksmith designs and forge powerful weaponry to slay monsters through a unique time-resolved questing mechanic.|Tabletop Games|Lafayette, IN|25000.0|105965.0|423.86|105965.0|1794|[43, 7, 402, 369, 924, 37, 3, 3]|[1.0, 45.0, 54.0, 54.0, 59.0, 99.0, 149.0, 149.0]|/projects/1350948450/forge-war-euro-inspired-blacksmithing-and-dungeone|1.0|high|2|low|0|1350948450|Isaac Childres|USA|2014-06-05|2014-07-03|28
2202|Dale of Merchants 2: The Era of Trade Masters|A deck building game where you tear up your deck as fast as you build it. Astounding art featuring characterful animalfolks.|Tabletop Games|Pori, Finland|14000.0|72369.0|516.921428571|72369.0|1793|[18, 63, 552, 1100, 17, 31, 3]|[1.0, 5.0, 22.0, 38.0, 38.0, 40.0, 250.0]|/projects/clubfantasci/dale-of-merchants-2|1.0|medium|1|low|0|clubfantasci|Club Fantasci|Finland|2016-05-02|2016-05-29|27
2203|The Best Hot Weather Pants With 16 Travel Features|You deserve to look good in sweaty situations, so we developed the Best Hot Weather/Travel Pants specifically for you.|Apparel|New York, NY|50000.0|273765.0|547.53|273765.0|1793|[32, 110, 735, 57, 110, 447, 27, 60, 94, 1, 34, 16, 20, 5, 20, 7]|[2.0, 79.0, 89.0, 99.0, 149.0, 169.0, 189.0, 219.0, 249.0, 279.0, 289.0, 329.0, 359.0, 409.0, 429.0, 489.0]|/projects/duerperformancedenim/the-best-hot-weather-pants-with-16-travel-features|1.0|high|2|medium|1|duerperformancedenim|DU/ER performance denim|USA|2016-06-01|2016-07-11|39
2204|CONNEX: CARD-shaped, self-COLLAPSIBLE data/charging CABLE|Modern, Functional and Fun, CONNEX is looking to change the cables that power our Devices (Compatible with Apple  OR Android)|Product Design|Chicago, IL|5000.0|54219.0|1084.38|54219.0|1793|[23, 200, 201, 200, 214, 215, 370, 250, 27, 47, 27, 2, 4, 1, 1, 0]|[1.0, 9.0, 11.0, 11.0, 13.0, 20.0, 22.0, 24.0, 66.0, 78.0, 144.0, 400.0, 500.0, 900.0, 3060.0, 6800.0]|/projects/1884694797/connex-cable-the-most-creative-universal-cable|1.0|low|0|low|0|1884694797|Eunice Hwang|USA|2016-03-14|2016-04-18|35
2205|MORE/REAL Stylus Cap|Turn your favorite pen into a touchscreen stylus.|Product Design|Chicago, IL|15000.0|73276.0|488.506666667|73276.0|1792|[48, 745, 526, 301, 94, 52, 11]|[5.0, 20.0, 25.0, 55.0, 70.0, 125.0, 290.0]|/projects/donlehman/more-real-stylus-cap|1.0|medium|1|low|0|donlehman|Don Lehman|USA|2011-02-14|2011-03-16|30
2206|d20Pro Unlimited Virtual Tabletop|Reforging the d20Pro virtual tabletop; adding the Unlimited Rules Engine, Native multitouch support, Shadowcasting fog of war and more.|Tabletop Games|Fort Collins, CO|10000.0|82785.0|827.85|82785.0|1792|[14, 199, 74, 3, 225, 387, 695, 118, 20, 3, 39, 1, 5, 1, 1, 1]|[2.0, 5.0, 5.0, 10.0, 15.0, 25.0, 35.0, 50.0, 55.0, 65.0, 100.0, 500.0, 550.0, 1000.0, 2500.0, 5000.0]|/projects/magehand/d20pro-unlimited-virtual-tabletop|1.0|medium|1|low|0|magehand|Mesa Mundi Inc.|USA|2014-08-08|2014-09-13|36
2207|Age of Conan Strategy Boardgame \u2013 It's Back!|A relaunch of the game, with an all-new expansion focusing on the life and adventures of the greatest fantasy barbarian ever, and more!|Tabletop Games|Capezzano Pianore, Italy|10000.0|101097.0|1010.97|101097.0|1791|[488, 596, 389, 260]|[25.0, 29.0, 80.0, 85.0]|/projects/1402889231/age-of-conan-strategy-boardgame-its-back|1.0|medium|1|low|0|1402889231|Ares Games|Italy|2014-10-09|2014-11-09|31
2208|WHERE THE BEARS ARE : SEASON 3 The Gay Comedy Mystery Series|"Donate for Season 3 of the show people say is ""The Golden Girls"" meets ""Murder, She Wrote,"" but with big, hairy, gay men!"|Webseries|Los Angeles, CA|150000.0|159212.0|106.141333333|159212.0|1791|[111, 176, 221, 229, 335, 105, 127, 251, 13, 34, 7, 17, 2, 1, 4, 3, 0, 5, 0, 1, 1, 0, 2, 0]|[5.0, 10.0, 25.0, 35.0, 50.0, 75.0, 100.0, 125.0, 150.0, 200.0, 350.0, 500.0, 500.0, 500.0, 500.0, 750.0, 1000.0, 1250.0, 2000.0, 2500.0, 5000.0, 5000.0, 10000.0, 10000.0]|/projects/wherethebearsare/where-the-bears-are-season-3-the-gay-comedy-myster|1.0|dreaming|3|high|2|wherethebearsare|3 Bears Entertainment|USA|2014-02-02|2014-03-06|31
2209|Daisy Kutter Reprint Project|We want more copies of Daisy Kutter: The Last Train, and we think that maybe you do, too!|Comics|Alhambra, CA|2000.0|51955.0|2597.75|51955.0|1791|[497, 850, 93, 217, 54, 6, 0, 26, 11, 9, 0, 12, 0, 6, 1]|[15.0, 25.0, 25.0, 35.0, 45.0, 55.0, 56.0, 60.0, 65.0, 75.0, 76.0, 150.0, 250.0, 500.0, 777.0]|/projects/439903302/daisy-kutter-reprint-project|1.0|low|0|low|0|439903302|Kazu Kibuishi|USA|2012-05-08|2012-06-07|30
2210|2064: Read Only Memories|COMING TO PS4  & PS Vita AUGUST 16|Video Games|San Francisco, CA|62064.0|64378.0|103.728409384|64378.0|1790|[614, 336, 458, 49, 34, 37, 100, 39, 29, 19, 12, 7, 6, 1, 1, 3, 0, 1, 0]|[6.0, 11.0, 20.0, 24.0, 29.0, 32.0, 39.0, 49.0, 79.0, 89.0, 199.0, 264.0, 464.0, 664.0, 864.0, 2064.0, 2564.0, 5064.0, 7064.0]|/projects/gaymercon/read-only-memories-a-tribute-to-90s-adventure-game|1.0|dreaming|3|medium|1|gaymercon|GaymerX|USA|2013-11-13|2013-12-13|30
2211|BOLT: Portable USB Battery Backup with Built in Wall Charger|World's smallest combination battery backup AND wall charger.|Hardware|Huntington Beach, CA|44000.0|90253.0|205.120454545|90253.0|1790|[41, 10, 6, 100, 500, 983, 138]|[1.0, 10.0, 20.0, 30.0, 40.0, 50.0, 60.0]|/projects/bolt/bolt-portable-usb-battery-backup-with-built-in-wal|1.0|high|2|medium|1|bolt|Fluxmob|USA|2013-06-14|2013-07-14|30
2212|Quickdraw Cable - For iPhone & iPad|At last the cable that your iPhone and iPad deserve. High quality, elegant, functional and with a lifetime guarantee.|Technology|Bristol, UK|12500.0|58211.25|465.69|58211.25|1790|[100, 200, 529, 139, 657, 137, 21]|[17.0, 20.0, 25.0, 34.0, 44.0, 87.0, 218.0]|/projects/woodforddesign/quickdraw-cable-for-iphone-and-ipad|1.25|medium|1|low|0|woodforddesign|Woodford Design|USA|2014-04-23|2014-05-23|30
2213|The BIG Turtle Shell\xae: Rugged, Wireless BoomBox & Power Bank|The Big Turtle Shell® is a rugged wireless Bluetooth speaker built for a life of action. Water resistant and durable with a huge sound.|Hardware|Los Angeles, CA|40000.0|315222.0|788.055|315222.0|1789|[25, 31, 499, 725, 10, 314, 150, 26]|[1.0, 10.0, 140.0, 150.0, 160.0, 225.0, 275.0, 300.0]|/projects/krissman/the-big-turtle-shell-rugged-wireless-boombox-and-p|1.0|high|2|low|0|krissman|Outdoor Tech® Design Lab|USA|2014-04-01|2014-05-01|30
2214|NED RIFLE|The thrilling conclusion to a story it took 20 years to tell—HENRY FOOL, FAY GRIM, and now, shooting in spring 2014...|Narrative Film|New York, NY|384000.0|395292.0|102.940625|395292.0|1789|[72, 214, 84, 320, 41, 155, 183, 126, 49, 39, 189, 93, 30, 40, 25, 8, 0, 6, 1, 3, 0, 3, 1, 8, 3]|[1.0, 10.0, 15.0, 25.0, 30.0, 33.0, 35.0, 50.0, 65.0, 75.0, 100.0, 200.0, 300.0, 500.0, 1000.0, 2500.0, 2500.0, 5000.0, 6000.0, 7000.0, 8000.0, 8500.0, 9000.0, 10000.0, 10000.0]|/projects/260302407/ned-rifle|1.0|dreaming|3|dreaming|3|260302407|Hal Hartley|USA|2013-11-04|2013-12-04|30
2215|MORF|MORF: 1 SHIRT, UP TO 24 DIFFERENT LOOKS|Apparel|Silver Spring, MD|25000.0|131089.0|524.356|131089.0|1788|[1, 3, 99, 1022, 31, 333, 115, 76, 48, 5, 17, 20, 7, 0, 0, 0]|[10.0, 20.0, 40.0, 49.0, 49.0, 80.0, 98.0, 120.0, 120.0, 150.0, 160.0, 180.0, 390.0, 1700.0, 3000.0, 3000.0]|/projects/267979192/morf|1.0|high|2|low|0|267979192|Tamara Salem, Barak Kirschner|USA|2015-02-28|2015-04-29|60
2216|The Return of Upcoming.org|"Launched in 2003 and ""sunsetted"" a decade later, Upcoming.org was the original art and tech events community. We're bringing it back."|Web|Portland, OR|30000.0|104983.0|349.943333333|104983.0|1787|[589, 775, 362, 12, 8]|[5.0, 25.0, 75.0, 1000.0, 5000.0]|/projects/waxpancake/the-return-of-upcomingorg|1.0|high|2|low|0|waxpancake|Andy Baio|USA|2014-05-07|2014-05-30|23
