,Job_Title,Location,Company,Salary,No_of_Reviews,Company_Ratings,Job_Summary,Salary_Lower,Salary_Higher,State,City
241,Statistical Analyst Management Consultant,"Stamford, CT",Analytic Recruiting,85000.0,2.0,51.0,Experience in analysis of qualitative and quantitative market research data. Experience in data modeling and statistical analyses such as linear and logistic...,70000.0,100000.0,CT,Stamford
242,Quantitative Analyst,"Greenwich, CT",StreetID,120000.0,None,None,Professional or academic experience working with large/noisy data sets. The emphasis here will be on hiring exceptional talent with a passion for turning...,120000.0,120000.0,CT,Greenwich
243,Data Analyst/Statistician-PHARMA,"Stamford, CT",Smith Hanley Associates,100000.0,12.0,51.6,Data Analyst/ Statistician/-Pharma Analytic Consulting Agency. This consulting agency (primary clients are in the Pharma/Health Science space) is responsible...,90000.0,110000.0,CT,Stamford
244,Sr. Quantitative Analyst,"Bridgeport, CT",Contract Staffing Recruiters,90000.0,2.0,54.0,Analyze data to prove hypothesis. Analyze historical data and apply integrative thinking to identify trends and make business recommendations related to risk...,90000.0,90000.0,CT,Bridgeport
245,Data Scientist,"Norwalk, CT",JEG Search,112500.0,None,None,"Work in complex data environment comprising enterprise data warehouse, several additional databases and 3rd party data sources....",105000.0,120000.0,CT,Norwalk
246,Market Research Analyst/CIMR,"Rockleigh, NJ",Takasago International Corp (USA),50000.0,None,None,"Work with the CIMR Department Head in developing innovative methods to analyze and present complex data sets as meaningful information (e.g., Perceptual Maps,...",50000.0,50000.0,NJ,Rockleigh
247,"Research Scientist, Level I (Center for Biomedical Imaging a...","Orangeburg, NY","Research Foundation for Mental Hygiene, Inc.",52500.0,None,None,DESCRIPTION Applications are currently being invited for a minimum 2-year postdoctoral fellow position available in the Center for Biomedical Imaging and,50000.0,55000.0,NY,Orangeburg
248,"Research Scientist 2, Nathan Kline Research Institute - Deme...","Orangeburg, NY","Mental Health, Office of",65588.0,None,None,Imaging handling and storage of data. Bachelor’s Degree and three years of professional research experience in the appropriate field;...,65588.0,65588.0,NY,Orangeburg
249,MICROBIOLOGY MANAGER,"Plainview, NY",Atrium Staffing,105000.0,37.0,52.1,"Train and mentor junior scientists and technicians. Organize and distribute data review, process trending, and procedural updates....",90000.0,120000.0,NY,Plainview
250,Data Scientist,"San Jose, CA 95113 (Downtown area)",Workbridge Associates,150000.0,25.0,41.4,They are looking to hire a Principal Data Scientist for their Data Science team that is building machine-learning algorithms to help provide data and insights...,100000.0,200000.0,CA,"San Jose, CA 95113 (Downtown area"
251,Lead Machine Learning Engineer,"San Jose, CA 95113 (Downtown area)",Jobspring Partners,185000.0,12.0,40.8,"The candidate must have experience working with a high volume of data, working with complex data pipelines, and scalable systems....",170000.0,200000.0,CA,"San Jose, CA 95113 (Downtown area"
252,Senior Data Scientist,"San Jose, CA 95113 (Downtown area)",Workbridge Associates,160000.0,25.0,41.4,5+ years of Industry experience working as a data scientist. New start-up in the healthcare space is seeking a Senior Data Scientist to join their team of...,120000.0,200000.0,CA,"San Jose, CA 95113 (Downtown area"
253,Principal Data Scientist,"Santa Clara, CA",Workbridge Associates,150000.0,25.0,41.4,They are looking to hire a Principal Data Scientist for their Data Science team that is building machine-learning algorithms to help provide data and insights...,120000.0,180000.0,CA,Santa Clara
254,Research Analyst- 2017 Grads,"New York, NY",Third Bridge,48000.0,2.0,42.0,"1135 Research Analyst- ALL 2017 Graduates Overview Third Bridge provides private equity firms, hedge funds and strategy consultants with the information that",48000.0,48000.0,NY,New York
255,Data Scientist,"New York, NY",Big Cloud,150000.0,None,None,"Are you an experienced, talented and creative Data Scientist who likes solving complex problems? An exciting, innovative company in the heart of New York are...",150000.0,150000.0,NY,New York
256,Junior Data Scientist (2 Years Experience),"New York, NY",Averity,85000.0,None,None,"We prefer Data Scientists with a Master's Degree. As an experienced Junior Data Scientist on our team, you will be utilizing your machine learning skills with...",80000.0,90000.0,NY,New York
257,Data Scientist,"New York, NY",Workbridge Associates,120000.0,25.0,41.4,"An exciting start up located in the heart of Midtown NYC is looking to hire a full-time Data Scientist, paying up to $135k....",100000.0,140000.0,NY,New York
258,Wade & Wendy_Data Scientist/Engineer,"New York, NY",Wade & Wendy,100000.0,None,None,"Our Data Scientist will integrate data from web sources, real-time adaptive questioning, and human-intelligence, to develop algorithms that create smart...",80000.0,120000.0,NY,New York
259,Chief Data Scientist - Consulting,"New York, NY",Harnham,220000.0,None,None,Chief Data Scientist - Consulting. Chief Data Scientist | Data Science | Insurance | Management Consulting | Project Management | Statistical Modeling....,220000.0,220000.0,NY,New York
260,Data Scientist for a growing cyber security company located...,"New York, NY",Workbridge Associates,125000.0,25.0,41.4,The data scientist will develop algorithms and analytic solutions to prepare for research and development testing....,110000.0,140000.0,NY,New York
261,REVENUE ANALYST (STATISTICAL/ TIME SERIES ANALYSIS BACKGROUN...,"New York, NY",Parker and Lynch,87500.0,8.0,42.0,Data analysis which includes working with large pools of data and manipulating information to perform analysis for management....,75000.0,100000.0,NY,New York
262,Quantitative Analyst for Global Quant Fund,"New York, NY",Averity,225000.0,None,None,Examine and analyze data to increase alpha and decrease risk. Industry leading multi-billion dollar quant fund looking for Analysts that can drive quantitative...,150000.0,300000.0,NY,New York
263,Data Scientist - Financial Services,"New York, NY",Harnham,150000.0,None,None,"Data Scientist - Financial Services. Our client is interested in hiring a Data Scientist, essentially with experience analyzing financial and econometric data...",150000.0,150000.0,NY,New York
264,Data Scientist,"New York, NY",VROOM,115000.0,None,None,"As one of Vroom’s first data scientists you will be instrumental in establishing a data driven culture across the company, in creating data standards and...",100000.0,130000.0,NY,New York
265,Data Scientist,"New York, NY 10018 (Clinton area)",Princeton Consulting,150000.0,None,None,Ability to visualize and communicate data science concepts to other team members and the business. With that being said an ideal candidate should have...,100000.0,200000.0,NY,"New York, NY 10018 (Clinton area"
266,C++/Python Algo Developer/Data Scientist,"New York, NY 10167 (Midtown area)",Selby Jennings,135000.0,None,None,"Previous knowledge of data structures and standard algorithms. My client, a leading investment bank located in midtown Manhattan, is looking for a strong C++...",120000.0,150000.0,NY,"New York, NY 10167 (Midtown area"
267,Senior Data Scientist,"New York, NY",Averity,150000.0,None,None,"Our data science needs are growing quickly, and we are looking to bring on experienced, smart data scientists excited about machine learning and business-minded...",125000.0,175000.0,NY,New York
268,Clinical Research Program Coordinator,"Pittsburgh, PA",The University of Pittsburgh,52884.0,280.0,52.8,He/she will liaise with the lead central coordinator and serve as a data management consultant for the research coordinators of the participating clinical...,40092.0,65676.0,PA,Pittsburgh
269,Research Technician,"Pittsburgh, PA",The University of Pittsburgh,40014.0,280.0,52.8,"The candidate will plan and carry out experiments, analyze data, and prepare abstracts and manuscripts. The CCR is comprised of a diverse team of clinicians,...",30732.0,49296.0,PA,Pittsburgh
270,Program Statistician,"Pittsburgh, PA",The University of Pittsburgh,40014.0,280.0,52.8,"Script in UNIX , Matlab, and other computing environments to facilitate data transfer and multivariate data analysis routines;...",30732.0,49296.0,PA,Pittsburgh
271,Systems Programmer,"Pittsburgh, PA",The University of Pittsburgh,61542.0,280.0,52.8,"Projects involve working with high-performance computing systems, analysis of data, data visualization, and report generation....",46644.0,76440.0,PA,Pittsburgh
272,Senior Statistician,"Pittsburgh, PA",All-In Analytics,75500.0,None,None,"Experience with data mining, discovery, classification, transformation, and visualization. PhD....",53000.0,98000.0,PA,Pittsburgh
273,Lead Data Scientist,"Cambridge, MA",Strategic Employment Partners,150000.0,None,None,Mentor and lead a team of Junior Data Scientists. Experience with data modeling as well as data engineering....,150000.0,150000.0,MA,Cambridge
274,Quantitative Analyst,"Nashville, TN",SearchBankingJobs,177500.0,None,None,"The client is looking for talented individuals who love data, love solving business problems, and want to see their recommendations in action....",150000.0,205000.0,TN,Nashville
275,"Environmental Geologist, Engineer, or Scientist","Nashville, TN 37220",LP Environmental,100000.0,None,None,"---- Manage field activities, data, and be responsible for reporting. We are seeking a Geologist, Engineer, or Scientist who will provide Project Management for...",100000.0,100000.0,TN,"Nashville, T"
276,Associate Legislative Research Analyst 1,"Nashville, TN 37243",TN Comptroller of the Treasury,44088.0,None,None,"Associate Legislative Research Analyst 1 The Comptroller of the Treasury is currently hiring for a Full-Time, Executive Service Associate Legislative...",44088.0,44088.0,TN,"Nashville, T"
277,Principle Statistical Analyst/ Data Scientist,"Nashville, TN",Next Generation Recruitment & Staffing Agency,135000.0,None,None,Statistical Analysis / Data Science (65%):. Principal Statistical Analyst / Data Scientist is the most technically advanced role in Analytics and also requires...,135000.0,135000.0,TN,Nashville
278,Lead Statistical Programmer,"Fort Washington, PA",Real Staffing,110000.0,3.0,51.0,"Overseeing the programming aspects of clinical trials from data extraction from trial databases through analysis and reporting, including integration of studies...",100000.0,120000.0,PA,Fort Washington
279,Supervisory Health Scientist,"Cincinnati, OH",Centers for Disease Control and Prevention,119180.0,64.0,54.0,"As a Supervisory Health Scientist you will:. Basic Qualification Requirements for a Supervisory Health Scientist, GS-0601-14:....",103634.0,134726.0,OH,Cincinnati
280,Data Analyst,"Cincinnati, OH",Green Healthcare Solutions,112500.0,None,None,"As Data Analysts or Data Scientists, you are Business Leaders:. , data access (Big Data, traditional Data Marts, ...)....",112500.0,112500.0,OH,Cincinnati
281,Research Analyst- 8.5bn AUM Wealth Management,"Cincinnati, OH",Selby Jennings,112500.0,None,None,"Financials/ Industrials Analyst- 8.5bn AUM Wealth Management Research Analyst, Cincinnati Primarily responsible for the analysis of the fundamental outlook",100000.0,125000.0,OH,Cincinnati
282,Food Labeling Technologist,"Cincinnati, OH",Alliance Scientific Solutions,65000.0,None,None,"Ability to define problems collects data, establish facts and draw valid conclusions. Team member works cooperatively with R&amp;D Scientist, Marketing, BU Project...",65000.0,65000.0,OH,Cincinnati
283,Business Analyst / Junior Data Scientist,"Walnut Creek, CA",NelsonJobs,100000.0,None,None,"Business Analyst / Junior Data Scientist. Familiar with data visualization and communication. Our healthcare software client in Walnut Creek, CA is looking for...",100000.0,100000.0,CA,Walnut Creek
284,Research and Systems Technology Analyst,"Oakland, CA",Peralta Community College District,84750.0,11.0,54.0,"Analyses data to develop reports; Perform professional-level duties in the analysis, evaluation, design, development, testing,implementation, documentation,...",80760.0,88740.0,CA,Oakland
285,Data Scientist,"San Francisco, CA 94104 (Financial District area)",kWh Analytics,120000.0,None,None,Experience in weather data is a strong plus. A track record of spotting relevant trends in noisy data sets. Pivoting quickly from one data analysis project to...,120000.0,120000.0,CA,"San Francisco, CA 94104 (Financial District area"
286,Assistant/Associate Project Scientist - Berkeley Seismologic...,"Berkeley, CA",University of California Berkeley,62850.0,109.0,51.6,(f) integrating EEW information and activities into the data collection and real-time processing that contribute to the BSL's regular earthquake information and...,54800.0,70900.0,CA,Berkeley
287,Analytical Chemist,"Emeryville, CA",Nano Precision Medical,114000.0,None,None,"Experience with large amounts of analytical data and automated data processing tools. We are looking for a hands-on, experienced scientist with a background in...",93000.0,135000.0,CA,Emeryville
288,Research Analyst 4,"Berkeley, CA",University of California Berkeley,76150.0,109.0,51.6,"About Berkeley The University of California, Berkeley, is one of the world’s most iconic teaching and research institutions. Since 1868, Berkeley has fueled",65800.0,86500.0,CA,Berkeley
289,"Office Manager, Energy Institute at Haas ,","Berkeley, CA",University of California Berkeley,70000.0,109.0,51.6,"Enforces EI’s confidential data access policy. Manages EI’s confidential data database, and contacts database....",65000.0,75000.0,CA,Berkeley
290,UC Berkeley - BACEM Computer Support Analyst,"Berkeley, CA 94720",Lawrence Berkeley National Laboratory,76250.0,61.0,52.1,"QB3 scientists make. Innovative/automated approaches for data collection, storage and backup. Support the BACEM users running scope operation and data....",67500.0,85000.0,CA,"Berkeley, C"
291,Junior Data Scientist,"Walnut Creek, CA",NelsonJobs,100000.0,None,None,Junior Data Scientist. Experience working with Periscope Data. Familiar with data visualization and communication....,100000.0,100000.0,CA,Walnut Creek
292,Senior Health Physicist,"Franklin County, OH",State of Ohio Jobs,52166.0,None,None,"Gather, collate &amp; classify information about data, people or things; Use calculus use proper research methods in gathering data;...",52166.0,52166.0,OH,Franklin County
293,Post Doctoral Researcher,"Columbus, OH",The Ohio State University,55002.0,404.0,52.1,We are seeking a postdoctoral research scientist to work on a U.S. We currently have five 3D seismic data sets in the Gulf of Mexico and scientific well logs at...,50004.0,60000.0,OH,Columbus
294,Data Scientist-Senior/Ph.D,"Columbus, OH 43205 (Near East area)",Emerald Resource Group,110000.0,3.0,52.8,"Data Scientist - Advanced Data Analytics. Do you consider yourself a Data Scientist? "" Data Warehouse and ETL development....",110000.0,110000.0,OH,"Columbus, OH 43205 (Near East area"
295,Predictive Analytics - Data Scientist,"Columbus, OH 43205 (Near East area)",Emerald Resource Group,85000.0,3.0,52.8,Predictive Analytics - Data Scientist. Do you consider yourself a Data Scientist? Are you interested in true Big Data environments?...,85000.0,85000.0,OH,"Columbus, OH 43205 (Near East area"
296,ENVIRONMENTAL LABORATORY SCIENTIST,"Providence, RI",The State of Rhode Island,53048.0,None,None,"Quality assurance, data handling &amp; review. The ability to analyze data and present conclusions in acceptable reports;...",49233.0,56863.0,RI,Providence
297,CLINICAL LABORATORY SCIENTIST (PUBLIC HEALTH CHEMISTRY),"Providence, RI",The State of Rhode Island,55991.5,None,None,To utilize and maintain a data management system incorporating the latest computer technology. Must meet the requirements for licensure as a Clinical Laboratory...,52821.0,59162.0,RI,Providence
298,SUPERVISING CLINICAL LABORATORY SCIENTIST (GENERAL),"Cranston, RI 02920",The State of Rhode Island,72584.0,None,None,To develop and maintain a data management system utilizing the latest computer technology available. Must meet the requirements for licensure as a Clinical...,68201.0,76967.0,RI,"Cranston, R"
299,ENVIRONMENTAL SCIENTIST,"Providence, RI",The State of Rhode Island,53048.0,None,None,"The ability to compile data for and assist in preparing scientifically accurate proposals, papers, and informational reports;...",49233.0,56863.0,RI,Providence
300,Water Quality Analyst,"Everett, WA",Snohomish County,64326.5,16.0,53.4,Set up and maintain a computerized data base for water quality data; Snohomish County Surface Water Management (SWM) is seeking a Water Quality Analyst to...,58084.0,70569.0,WA,Everett
301,Data Services Engineer,"Phoenix, AZ",Career Evolutions,150000.0,None,None,"Act as the technical point of contact towards data scientists and business analyst, regarding operational aspects of our Corporate Data Platform....",150000.0,150000.0,AZ,Phoenix
302,Data Architect,"Phoenix, AZ",Career Evolutions,150000.0,None,None,"Good understanding of data governance and data security challenges; As member of the CIO Office, you will ensure that the Corporate Data Platform fulfills the...",150000.0,150000.0,AZ,Phoenix
303,Data Statistical Specialist (Job 2105),"Phoenix, AZ",Arizona Supreme Court,56677.0,9.0,51.0,"Data Statistical Specialist VI. Under the general direction of the Operations and Research Manager, the Specialist VI is responsible for compiling and analyzing...",56677.0,56677.0,AZ,Phoenix
304,Research Analyst/Senior Research Analyst,"Mesa, AZ",Smart Electric Power Alliance,72500.0,None,None,"OR eight or more years of experience in a position requiring data acquisition, data analysis, and data presentation....",55000.0,90000.0,AZ,Mesa
305,Research Analyst,"Tempe, AZ",Arizona State University,61000.0,383.0,52.8,"Experience in data processing systems and applications. Demonstrated knowledge of data collection and analysis methods, techniques, procedures....",43920.0,78080.0,AZ,Tempe
306,DATA ANALYSIS AND RESEARCH MANAGER,"Phoenix, AZ",Arizona Health Care Cost Containment System,68500.0,3.0,52.8,"Data Analysis and Research Manager. At least three years of experience in encounter and/or claims administration, data collection and analysis, or data project...",65000.0,72000.0,AZ,Phoenix
307,Public Health Scientist 3,"Phoenix, AZ 85012 (Alhambra area)",State of Arizona,56700.0,244.0,43.2,"Analyze analytical data, reporting and evaluation of analyst qualifications in providing compliance data. Public Health Scientist III....",56700.0,56700.0,AZ,"Phoenix, AZ 85012 (Alhambra area"
308,COMPLIANCE ASSISTANCE COORDINATOR,"Phoenix, AZ 85012 (Alhambra area)",State of Arizona,42500.0,244.0,43.2,ENVIRONMENTAL SCIENTIST I/CAC:. ENVIRONMENTAL SCIENTIST SPECIALIST I /CAC:. Reviews simple environmental data and basic projects....,40000.0,45000.0,AZ,"Phoenix, AZ 85012 (Alhambra area"
309,Web Security Research Analyst,"Scottsdale, AZ",SiteLock,52500.0,9.0,40.8,"Why SiteLock? When you join SiteLock, you are making a commitment to be a part of something cool. We take a ""work hard, play hard"" approach to serving our",50000.0,55000.0,AZ,Scottsdale
310,Quantitative Analyst Manager,"Phoenix, AZ",SearchAccountingJobs,177500.0,None,None,"The client is looking for talented individuals who love data, love solving business problems, and want to see their recommendations in action....",150000.0,205000.0,AZ,Phoenix
311,ASSISTANT RESEARCH SCIENTIST,"Tempe, AZ",Arizona State University,55000.0,None,None,Assistant Research Scientist*. This position is full-time and benefits eligible....,50000.0,60000.0,AZ,Tempe
312,Senior Epidemiologist,"Phoenix, AZ 85012 (Alhambra area)",State of Arizona,60000.0,244.0,43.2,"− Data preparation including data cleaning, standardization and analysis. Acquiring data from primary or secondary data sources and maintaining databases/data...",60000.0,60000.0,AZ,"Phoenix, AZ 85012 (Alhambra area"
313,Epidemiology Program Manager,"Phoenix, AZ 85012 (Alhambra area)",State of Arizona,65000.0,244.0,43.2,Reviews and conducts literature reviews and data analyses. This position maintains and shares information and data of a very confidential nature....,65000.0,65000.0,AZ,"Phoenix, AZ 85012 (Alhambra area"
314,Research Data Management & Grant Development Analyst,"Phoenix, AZ 85003 (Central City area)",Maricopa County,63617.0,64.0,51.0,Gather data from disparate systems. Research Data Management &amp; Grant Development AnalystClosing Date/Time:....,44616.0,82618.0,AZ,"Phoenix, AZ 85003 (Central City area"
315,Research Analyst,"New York, NY 10016 (Gramercy area)",Green Key Resources,80000.0,28.0,52.8,"Screen marketplace quality through analysis of data points, analysis of third party reporting and manual checks of publishers and data sources....",70000.0,90000.0,NY,"New York, NY 10016 (Gramercy area"
316,Lead Data Engineer,"New York, NY 10018 (Clinton area)",ingenium,200000.0,6.0,40.8,Lead and manage a team of data engineers and scientists working on firm's data pipeline. Data - Lead Software Engineer....,200000.0,200000.0,NY,"New York, NY 10018 (Clinton area"
317,Research Scientist - High Frequency Trading,"New York, NY 10167 (Midtown area)",Selby Jennings,212500.0,None,None,Research Scientist - High Frequency Trading. An opportunity exists for an exceptional research scientist with a proven track record of cutting edge research...,175000.0,250000.0,NY,"New York, NY 10167 (Midtown area"
318,None,"New York, NY 10167 (Midtown area)",Selby Jennings,200000.0,None,None,"Extract and analyze data from large, complex data sets. Experience manipulating large, complex data sets. Fluency in some selection of programming languages and...",150000.0,250000.0,NY,"New York, NY 10167 (Midtown area"
319,Hedge Fund Data Scientist,"New York, NY 10167 (Midtown area)",Selby Jennings,150000.0,None,None,Senior Data Scientist. A hedge fund with over 11 billion in AUM in NYC is looking for an experienced Data Scientist with an impressive educational background...,100000.0,200000.0,NY,"New York, NY 10167 (Midtown area"
320,VP of Data Science & Analytics,"New York, NY 10167 (Midtown area)",Selby Jennings,175000.0,None,None,VP Data Science &amp; Analytics. This highly collaborative Adtech firm is seeking a seasoned Data Science business leader to oversee a team of over 10 Analysts and...,150000.0,200000.0,NY,"New York, NY 10167 (Midtown area"
321,Quantitative Analyst (Fundamental Quant Equities) - Hedge Fu...,"New York, NY 10022 (Midtown area)",Datacom Technology Group,200000.0,None,None,"Should have experience conducting empirical research and working with large fundamental data sets. Will analyze and interpret relevant data, use valuation...",200000.0,200000.0,NY,"New York, NY 10022 (Midtown area"
322,VP Data Scientist,"New York, NY 10167 (Midtown area)",Selby Jennings,175000.0,None,None,VP Data Scientist. A top investment bank in New York City is looking for a VP-level Data Scientist to join their Data Science Division....,150000.0,200000.0,NY,"New York, NY 10167 (Midtown area"
323,None,"New York, NY 10167 (Midtown area)",Selby Jennings,175000.0,None,None,"Equity Research Analyst – Healthcare Selby Jennings’ client, a Boutique Investment Bank, is looking to add an Equity Research Analyst responsible for",150000.0,200000.0,NY,"New York, NY 10167 (Midtown area"
324,Data Scientist Hedge Fund New York,"New York, NY 10167 (Midtown area)",Selby Jennings,157500.0,None,None,Data Scientist/Data Engineer. A well established hedge fund in New York City is looking to bring on a talented data scientist to their data team....,115000.0,200000.0,NY,"New York, NY 10167 (Midtown area"
325,Quantitative Analyst - Credit Risk,"New York, NY 10167 (Midtown area)",Selby Jennings,120000.0,None,None,A Top Tier Investment Bank is looking for an experienced risk quant to join their Global Analytics team. This person will be Responsible for independently,120000.0,120000.0,NY,"New York, NY 10167 (Midtown area"
326,Senior Equity Research Analyst,"New York, NY 10167 (Midtown area)",Selby Jennings,175000.0,None,None,Senior Equity Research Analyst The firm is expanding their Equity Research department and looking for highly experienced Sell Side Equity Research Analysts,150000.0,200000.0,NY,"New York, NY 10167 (Midtown area"
327,FinTech Data Analyst / Scientist,"New York, NY 10017 (Midtown area)",Integrated Management Resources,120000.0,None,None,"Big Data, Data Analysis. Provide expertise in big data analytics, data mining and regulations surrounding data transport....",120000.0,120000.0,NY,"New York, NY 10017 (Midtown area"
328,"Senior Scientist, Upstream Biologics Process Development","New York, NY 10039 (Harlem area)",Laguna Source,100000.0,None,None,"In this role, you will be a key contributor as well as leading Project Teams comprised of dynamic, highly technical Engineers and Scientists....",100000.0,100000.0,NY,"New York, NY 10039 (Harlem area"
329,Sr. Data Scientist for Global Organization,"Long Island City, NY",Averity,100000.0,None,None,Data Scientist to join our company's Operational Analytics team. This is an opportunity for an experienced Data Scientist to use your passion for advanced...,95000.0,105000.0,NY,Long Island City
330,VP Data Science | Top Bank,"New York, NY 10167 (Midtown area)",Selby Jennings,177500.0,None,None,VP Data Scientist. A leading bank is looking for experienced VP-level Data Scientists to join a new and innovative data science group in their NYC headquarters....,155000.0,200000.0,NY,"New York, NY 10167 (Midtown area"
331,Catastrophe Risk Analyst - Quantitative,"New York, NY 10167 (Midtown area)",Selby Jennings,97500.0,None,None,This is for a Portfolio Analyst with one of the world’s largest asset managers - dedicated to natural catastrophe and weather related risk. Responsibilities,75000.0,120000.0,NY,"New York, NY 10167 (Midtown area"
332,Quantitative Analyst,"New York, NY 10016 (Gramercy area)",Green Key Resources,195000.0,28.0,52.8,"Qualifications Masters in Mathematics, Physics or Quantitative Finance 7+ years of relevant experience in Risk, Modelling or related industry Attention to",175000.0,215000.0,NY,"New York, NY 10016 (Gramercy area"
333,Lead Analyst - Accounting Research,"New York, NY 10122 (Chelsea area)",Abacus Group,105000.0,6.0,52.1,An oil and gas company is seeking a Lead Analyst. Apply technical standards and analysis to elaborate accounting practices and transactions Supervise the,95000.0,115000.0,NY,"New York, NY 10122 (Chelsea area"
334,Field Researcher,"Long Island City, NY 11101",New York City Department of Health and Mental Hygi...,68239.0,35.0,52.8,"Two years as a City Research Scientist Level I can be substituted for the experience required in ""1"" and ""2"" above....",68239.0,68239.0,NY,"Long Island City, N"
335,Senior Data Scientist for Fortune 500 Company,"New York, NY 10016 (Gramercy area)",Averity,107500.0,None,None,"As a Data Scientist, you will be proficient in SAS and SQL and will utilize your big data and predictive modeling skills to analyze and interpret massive...",95000.0,120000.0,NY,"New York, NY 10016 (Gramercy area"
336,Data Analysis Specialist,"New York, NY 10016 (Gramercy area)",Green Key Resources,195000.0,28.0,52.8,7+ years of relevant Data Governance experience. Contribute to the overall data governance strategy to ensure the meta data developed and composed supports the...,175000.0,215000.0,NY,"New York, NY 10016 (Gramercy area"
337,Environmental Scientist I,"Tampa, FL","Hillsborough County, FL",43597.0,3.0,43.2,"Prepares chemical reagents, maintains inventory of laboratory equipment and supplies, maintains sample logs and compiles statistical data....",33696.0,53498.0,FL,Tampa
338,Lab Quality Control Scientist,"Tampa, FL",City of Tampa,65977.5,34.0,51.6,Interpret advanced scientific data; Conducts data integrity investigations and trains staff on data integrity and ethics....,52790.0,79165.0,FL,Tampa
339,"Associate Center Director, Population Science","Tampa, FL",Moffitt Cancer Center,100000.0,143.0,51.6,"Alan List, an active physician scientist. The ACD provides primary oversight of two of the five current Cancer Center Support Grant (CCSG) Research Programs...",100000.0,100000.0,FL,Tampa
340,Data Science Director,"Dallas-Fort Worth, TX",Oscar Technology,180000.0,None,None,"A global leader in technology solutions for the transport industry, working with leisure and tourism companies to provide advanced technology platforms and data...",180000.0,180000.0,TX,Dallas-Fort Worth
341,Forensic Scientist - Chemist,"Fort Worth, TX",City of Fort Worth,58019.0,65.0,42.6,"Maintain, review and implement extensive quality assurance measures and ensure quality of laboratory data; The City of Fort Worth is currently seeking to hire a...",44630.0,71408.0,TX,Fort Worth
342,Principal Data Scientist - Supply Chain,"Dallas, TX",Analytic Recruiting,130000.0,2.0,51.0,"Data Scientist, Supply Chain sought by Fortune 500 company to be part of a leading-edge predictive and prescriptive analytics....",90000.0,170000.0,TX,Dallas
343,Coordinator of Data Systems and Program Analysis,"Coppell, TX 75019",Coppell ISD,68587.5,9.0,54.6,Have proficient skills in basic data analysis. To assist the District with data analysis and program evaluation....,56242.0,80933.0,TX,"Coppell, T"
344,Senior Marketing Data Scientist,"Dallas, TX",All-In Analytics,90000.0,None,None,"Senior Marketing Data Scientist. Working knowledge of applications such as R, SAS, SQL, Google Analytics, Tableau or Qlik, Alteryx, and Microsoft Access and...",80000.0,100000.0,TX,Dallas
345,Pricing and Quantitative Analyst,"Irving, TX 75063",NextStep Recruiting,85000.0,None,None,"NextStep Recruiting is working with a rapidly growing mortgage organization in Irving, TX who requires an experienced pricing analyst, well-versed in",85000.0,85000.0,TX,"Irving, T"
346,Statistician / Data Scientist,"Fort Worth, TX","Riccione Resources, Inc",112500.0,None,None,Building data pipelines to efficiently transform and move data across systems. Constructing the next generation of data tools to help take full advantage of...,100000.0,125000.0,TX,Fort Worth
347,Catastrophe Risk Analyst - Quantitative,"Dallas, TX",Selby Jennings,97500.0,None,None,This is a Portfolio Analyst with one of the world’s largest asset managers - dedicated to natural catastrophe and weather related risk. Responsibilities,75000.0,120000.0,TX,Dallas
348,RISK ANALYST / STATISTICIAN,"Irving, TX 75038",Cottonwood Financial,56400.0,22.0,39.0,"REQUIREMENTS BS in a Quantitative field such as Statistics or Mathematics required, Master’s degree in Statistics strongly preferred 1+ years of work experience...",56400.0,56400.0,TX,"Irving, T"
349,Catastrophe Risk Analyst - Quantitative,"Hartford, CT",Selby Jennings,97500.0,None,None,This is for a Portfolio Analyst with one of the world’s largest asset managers - dedicated to natural catastrophe and weather related risk. Responsibilities,75000.0,120000.0,CT,Hartford
350,"Data Engineer - Big Data Services, AWS","Cambridge, MA",The Bivium Group,125000.0,None,None,"Company is seeking a new Data Engineer with strong data cloud services (EC2, AWS APIs) and restful services -- experience with data storage and retrieval...",110000.0,140000.0,MA,Cambridge
351,"Research Statistician IV - Downtown, Oahu","‘Aiea, HI 96701",Hawaii Department of Education,49056.0,10.0,52.1,(c) applying statistical methods to data collection or processing or in the establishment and operation of data collection systems;...,49056.0,49056.0,HI,"Aiea, H"
352,Senior Data Scientist for Fortune 500 Company,"Union, NJ",Averity,107500.0,None,None,"As a Data Scientist, you will be proficient in SAS and SQL and will utilize your big data and predictive modeling skills to analyze and interpret massive...",95000.0,120000.0,NJ,Union
353,Pharmaceutical Research Analyst,"Raritan, NJ",MARKET ACCESS SOLUTIONS LLC,72450.0,None,None,"MARKET ACCESS SOLUTIONS LLC seeks Pharmaceutical Research Analyst in Raritan, New Jersey to cndct rsrch involng rvw of scntfc jrnls &amp; lit, cmpttv lndscp, &amp;",72450.0,72450.0,NJ,Raritan
354,Research Analyst,"Cocoa, FL",Eastern Florida State College,40000.0,13.0,44.4,"Ability to develop queries that access data. Ability to access, input, and retrieve information and/or data from a computer....",40000.0,40000.0,FL,Cocoa
355,Network Engineer I,"Melbourne, FL","Acorn Science & Innovation, Inc.",72500.0,None,None,"The US NDC is the geophysical data acquisition, data processing, reporting and archiving component of the United States Atomic Energy Detection System (USAEDS)...",70000.0,75000.0,FL,Melbourne
